GeneID,IU_Finnerty_Estrus_n1,IU_Finnerty_Estrus_n2,IU_Finnerty_Estrus_n3,IA_Finnerty_Estrus_n1,IA_Finnerty_Estrus_n2,IA_Finnerty_Estrus_n3
Trappc5,1548.0,1371.0,1975.0,1229.0,1535.0,1555.0
Krt6a,2.0,0.0,0.0,0.0,0.0,0.0
Opn3,174.0,107.0,104.0,49.0,127.0,64.0
Jazf1,570.0,394.0,676.0,353.0,628.0,476.0
Gm4130,150.0,136.0,260.0,117.0,180.0,122.0
Ttc39a,1385.0,1393.0,2303.0,6707.0,6308.0,10247.0
Gk,238.0,330.0,483.0,458.0,376.0,528.0
Mrpl55,696.0,560.0,987.0,635.0,751.0,689.0
Pgls,533.0,376.0,581.0,486.0,606.0,445.0
Nol7,2035.0,1852.0,3240.0,2216.0,2471.0,2903.0
Fdxacb1,271.0,315.0,449.0,269.0,383.0,369.0
Pmel,82.0,132.0,117.0,78.0,63.0,125.0
Pkdrej,64.0,63.0,132.0,50.0,54.0,85.0
Nfkb2,1467.0,1982.0,2478.0,1628.0,1811.0,2355.0
Ftl1,19605.0,20332.0,22488.0,17644.0,21388.0,23984.0
Csrp2,1988.0,3185.0,6488.0,3112.0,2094.0,2942.0
Scand1,2311.0,2729.0,3741.0,2563.0,2350.0,3147.0
Nedd4l,2779.0,3798.0,5516.0,2984.0,2485.0,4021.0
Aldh1a7,40.0,34.0,255.0,67.0,75.0,103.0
Cacfd1,2383.0,3234.0,3736.0,2597.0,3035.0,3598.0
Syce1,0.0,6.0,6.0,2.0,0.0,0.0
Haus4,1071.0,1538.0,1532.0,730.0,659.0,990.0
Rn45s,81729.0,121349.0,156757.0,143300.0,193522.0,284363.0
Insyn1,385.0,616.0,742.0,868.0,569.0,354.0
Scamp3,2008.0,1647.0,2525.0,2839.0,3157.0,3365.0
Npc1,1924.0,2915.0,3817.0,2141.0,2349.0,2831.0
Matn4,11.0,26.0,34.0,28.0,38.0,45.0
Angel2,2092.0,2208.0,3334.0,1876.0,2164.0,2409.0
Plet1,75605.0,57394.0,86962.0,43328.0,60608.0,42952.0
Zfp638,2578.0,2645.0,4886.0,2326.0,3081.0,3582.0
Mrpl52,2514.0,1978.0,3066.0,1965.0,2176.0,2113.0
Mterf3,640.0,626.0,1122.0,594.0,648.0,694.0
Padi3,150.0,65.0,44.0,27.0,104.0,37.0
P2ry2,94.0,77.0,152.0,78.0,96.0,135.0
Dsg3,136.0,247.0,130.0,438.0,233.0,249.0
Polr2j,845.0,878.0,1333.0,1013.0,941.0,1234.0
Padi2,13341.0,2622.0,1150.0,730.0,1573.0,489.0
Slc25a3,10016.0,9541.0,13158.0,8652.0,9439.0,9167.0
Atp5o,5764.0,3919.0,6029.0,4314.0,5378.0,3967.0
Mnd1,101.0,80.0,157.0,63.0,68.0,117.0
Ubc,29.0,62.0,54.0,45.0,26.0,59.0
Sh2d5,20.0,37.0,34.0,30.0,34.0,15.0
Plpp5,1504.0,1625.0,1939.0,1616.0,1912.0,1710.0
Pimreg,373.0,137.0,99.0,93.0,452.0,75.0
CYTB,326793.0,315510.0,463894.0,206418.0,210995.0,197860.0
Zfat,439.0,432.0,545.0,374.0,363.0,395.0
Hmg20b,2973.0,2979.0,4434.0,2570.0,2921.0,2603.0
Gatc,908.0,969.0,1512.0,1133.0,1195.0,1186.0
Sprr2a3,67.0,68.0,14.0,38.0,4.0,0.0
Naa16,393.0,375.0,657.0,303.0,545.0,441.0
Hdac5,3115.0,6504.0,6994.0,2130.0,3290.0,6596.0
Zbp1,220.0,430.0,275.0,152.0,71.0,62.0
Tagln2,3894.0,4460.0,5706.0,8656.0,7177.0,8250.0
Hbb-bs,30.0,53.0,46.0,31.0,32.0,13.0
Fpr1,16.0,11.0,20.0,6.0,2.0,4.0
Mier3,1173.0,1123.0,2086.0,957.0,1366.0,1412.0
Nos2,2.0,47.0,48.0,23.0,20.0,6.0
Pms2,337.0,430.0,654.0,319.0,387.0,383.0
Hspg2,14946.0,16533.0,26279.0,10099.0,15542.0,8915.0
Il4ra,6145.0,5136.0,6898.0,5983.0,7795.0,6906.0
Rnpc3,1110.0,1428.0,2561.0,1085.0,1323.0,1933.0
Gm13032,189.0,53.0,48.0,22.0,112.0,25.0
Rpl13,7615.0,8631.0,11840.0,5764.0,7879.0,7203.0
Robo1,296.0,762.0,840.0,394.0,392.0,287.0
Gm10644,22.0,28.0,60.0,23.0,39.0,70.0
Atp5mpl,1743.0,1331.0,1971.0,1295.0,1455.0,1379.0
C1qb,432.0,448.0,521.0,213.0,227.0,193.0
Drap1,3892.0,3477.0,6004.0,3483.0,3888.0,3626.0
Wdr48,2131.0,2149.0,3576.0,1988.0,2300.0,2502.0
Haus6,331.0,335.0,540.0,310.0,473.0,416.0
Rbck1,3523.0,3494.0,5508.0,2759.0,3385.0,3560.0
Pmvk,670.0,723.0,1368.0,601.0,647.0,783.0
Prkci,3956.0,4289.0,6488.0,2369.0,2899.0,3123.0
Mrps18b,365.0,263.0,418.0,258.0,351.0,322.0
Slc35f5,2764.0,4060.0,6111.0,3901.0,3304.0,5620.0
Pdia3,39444.0,46388.0,51094.0,57066.0,54545.0,34681.0
Tmub1,680.0,695.0,1167.0,736.0,898.0,1041.0
Cpsf1,2855.0,2623.0,4626.0,3007.0,3386.0,3689.0
Spink2,18.0,24.0,41.0,6.0,15.0,11.0
Btg2,2521.0,3852.0,4593.0,3091.0,3860.0,2744.0
Ndufb7,2687.0,1976.0,3203.0,2349.0,2530.0,2674.0
Tnfrsf23,142.0,144.0,118.0,97.0,165.0,129.0
Zdhhc17,1499.0,1421.0,2679.0,1298.0,1721.0,1788.0
Gm16740,22.0,32.0,48.0,27.0,15.0,28.0
Npdc1,6476.0,7209.0,8371.0,6798.0,7156.0,6469.0
Igkv1-110,2.0,5.0,0.0,63.0,74.0,0.0
Hmox1,675.0,762.0,671.0,429.0,525.0,334.0
Sh3bp4,1765.0,2804.0,4236.0,2083.0,2040.0,3075.0
Spdef,3261.0,2351.0,2646.0,2004.0,3438.0,1215.0
Socs6,985.0,1246.0,1829.0,928.0,1288.0,1111.0
Pla2g2e,18.0,71.0,20.0,35.0,26.0,18.0
Esrp1,3154.0,3016.0,4124.0,3614.0,4674.0,4190.0
Rps12-ps24,54.0,50.0,79.0,27.0,64.0,51.0
Slc19a2,315.0,380.0,619.0,340.0,421.0,567.0
1190005I06Rik,211.0,224.0,325.0,135.0,209.0,139.0
Olfm4,14.0,41.0,100.0,25.0,14.0,24.0
Ndufs5,1651.0,1186.0,2020.0,1325.0,1683.0,1515.0
Ly6e,10943.0,21071.0,24977.0,11536.0,8323.0,13919.0
Tc2n,496.0,433.0,633.0,501.0,677.0,739.0
Man1b1,3586.0,3943.0,5441.0,3465.0,3863.0,4116.0
Arpc3,5015.0,5260.0,6134.0,4368.0,4773.0,4354.0
Selenoi,959.0,924.0,1446.0,1080.0,1313.0,1254.0
Shld1,179.0,226.0,294.0,195.0,188.0,316.0
Clca1,813.0,8548.0,1957.0,4.0,2.0,4.0
Alkbh3,562.0,630.0,956.0,446.0,472.0,653.0
Smg8,720.0,775.0,1249.0,653.0,898.0,857.0
Zfand3,5085.0,5817.0,8215.0,5252.0,5708.0,6135.0
Ifit3,352.0,863.0,525.0,122.0,56.0,94.0
Clic5,1157.0,3115.0,4299.0,4219.0,2414.0,5599.0
Tmbim6,32369.0,40549.0,45235.0,33112.0,35509.0,44964.0
4930515G01Rik,78.0,64.0,128.0,54.0,21.0,20.0
Dio3,389.0,22.0,123.0,6.0,62.0,8.0
Dusp6,1086.0,1191.0,1482.0,1160.0,1616.0,1211.0
Grin3a,5.0,7.0,13.0,22.0,20.0,26.0
Bloc1s1,2225.0,2217.0,3235.0,1787.0,1957.0,2290.0
ATP8,355.0,441.0,373.0,204.0,358.0,256.0
Fsd1l,912.0,1045.0,1882.0,4345.0,6176.0,7760.0
Dnajc4,884.0,968.0,1410.0,864.0,842.0,1124.0
Zcrb1,1182.0,1068.0,1712.0,1014.0,1312.0,1276.0
Igf2bp3,59.0,54.0,90.0,55.0,55.0,65.0
Zfp189,180.0,198.0,300.0,180.0,201.0,147.0
Tmem128,1050.0,1048.0,1306.0,1267.0,1345.0,1422.0
Gm13031,50.0,16.0,16.0,8.0,16.0,2.0
Loxl1,3485.0,4167.0,5391.0,3726.0,2861.0,2409.0
Zfp518a,1255.0,1200.0,1764.0,1068.0,1332.0,1369.0
Psmd11,1954.0,1803.0,2621.0,1823.0,2132.0,1953.0
Wasf1,2385.0,1499.0,2114.0,910.0,1695.0,979.0
H1f3,41.0,36.0,69.0,146.0,96.0,99.0
Ubn1,3219.0,3941.0,5721.0,3130.0,3840.0,4595.0
Cradd,839.0,780.0,1037.0,599.0,888.0,1045.0
Qrich1,3936.0,4184.0,5875.0,3305.0,4025.0,3955.0
Gm10193,7.0,8.0,10.0,6.0,0.0,12.0
Cox7b,4913.0,3296.0,4823.0,3316.0,3913.0,3133.0
Kat8,551.0,669.0,998.0,625.0,695.0,840.0
Spin1,2840.0,3930.0,6016.0,2410.0,2912.0,3361.0
Or8b12b,17.0,5.0,2.0,33.0,22.0,6.0
Rnf183,35.0,64.0,32.0,33.0,39.0,40.0
4930513N10Rik,71.0,79.0,108.0,59.0,96.0,76.0
Gm10516,118.0,88.0,252.0,82.0,83.0,113.0
Akr1cl,198.0,63.0,7.0,30.0,100.0,9.0
Aff1,4351.0,4990.0,9632.0,5846.0,7953.0,7107.0
Nae1,1180.0,1375.0,2064.0,1138.0,1347.0,1717.0
Pramel12,679.0,803.0,1295.0,706.0,700.0,947.0
Scube1,1805.0,857.0,1389.0,528.0,1333.0,148.0
Clip2,2188.0,1759.0,1790.0,1064.0,1373.0,1108.0
Gm6377,25.0,16.0,10.0,12.0,8.0,12.0
Atf3,210.0,148.0,752.0,145.0,366.0,350.0
Arpc2,10558.0,10126.0,14444.0,9912.0,10567.0,10871.0
Yes1,1538.0,1628.0,2326.0,1496.0,1939.0,2140.0
Slc25a29,279.0,323.0,670.0,302.0,289.0,372.0
Fen1,529.0,606.0,666.0,589.0,697.0,669.0
Sema3g,429.0,913.0,987.0,1614.0,927.0,502.0
Rplp2,15351.0,16268.0,23032.0,11319.0,13801.0,14469.0
Tob2,2943.0,3180.0,5260.0,2271.0,3095.0,3452.0
S100a8,2.0,2.0,0.0,0.0,2.0,0.0
Ufc1,1502.0,1512.0,1920.0,1495.0,1647.0,1523.0
Ppp2r1b,2183.0,1623.0,2445.0,1522.0,1886.0,1768.0
Ubr4,11692.0,12665.0,21288.0,16847.0,19466.0,15861.0
Pde10a,327.0,488.0,1142.0,631.0,354.0,156.0
Derl2,2083.0,2246.0,2771.0,2226.0,2871.0,2721.0
Ibtk,2872.0,3050.0,4253.0,3031.0,3878.0,3137.0
Syt2,64.0,73.0,65.0,29.0,86.0,13.0
Nvl,1246.0,1232.0,1879.0,1001.0,1214.0,1059.0
Ints6,933.0,832.0,1628.0,637.0,1008.0,861.0
Inf2,1299.0,1697.0,2016.0,1448.0,1334.0,1372.0
Samd10,1767.0,1631.0,1907.0,1313.0,2286.0,1640.0
Atxn7l3b,5401.0,5794.0,9686.0,4970.0,5650.0,6386.0
C1d,1031.0,925.0,1589.0,830.0,973.0,1338.0
ND6,78770.0,81485.0,113472.0,41646.0,41331.0,43977.0
Dbn1,2414.0,3299.0,3615.0,1844.0,2763.0,1808.0
Ppp4c,2278.0,2293.0,3316.0,2005.0,2629.0,2718.0
Mat2a,8581.0,8147.0,14058.0,9153.0,8335.0,5558.0
Commd3,2286.0,2234.0,3199.0,1802.0,2129.0,1879.0
Has1,54.0,33.0,59.0,26.0,82.0,16.0
Gbp4,7284.0,5247.0,4301.0,1257.0,2094.0,554.0
B3galnt2,1677.0,1770.0,3206.0,1685.0,1962.0,2241.0
Ciz1,2904.0,2913.0,4397.0,2891.0,3267.0,3511.0
Maco1,2883.0,3198.0,4102.0,2252.0,3187.0,3247.0
Mrap2,2.0,0.0,17.0,0.0,2.0,4.0
Snx29,293.0,451.0,626.0,253.0,335.0,295.0
Rab37,4375.0,1964.0,602.0,491.0,4643.0,122.0
Nme4,140.0,150.0,306.0,95.0,123.0,233.0
Niban3,115.0,113.0,239.0,110.0,165.0,209.0
Utf1,71.0,20.0,6.0,0.0,28.0,6.0
Prom1,7156.0,9098.0,8042.0,6285.0,7409.0,4928.0
3110056K07Rik,314.0,305.0,542.0,235.0,204.0,251.0
Tsen54,514.0,596.0,778.0,465.0,586.0,669.0
Fbxl16,243.0,295.0,418.0,159.0,107.0,130.0
Mtx1,1177.0,1083.0,1845.0,1124.0,1240.0,1237.0
Ntsr1,0.0,16.0,2.0,29.0,0.0,0.0
C77080,5556.0,7533.0,11438.0,6230.0,7130.0,8204.0
Coa8,1064.0,1057.0,1729.0,950.0,1075.0,1150.0
Tfap4,242.0,742.0,835.0,310.0,297.0,643.0
Hsd17b4,3616.0,3978.0,6086.0,3525.0,4289.0,4069.0
Etfdh,2514.0,2145.0,2850.0,1483.0,1918.0,1910.0
Muc13,6.0,9.0,8.0,15.0,30.0,6.0
Evl,2633.0,2324.0,6078.0,1788.0,2934.0,2591.0
Npl,252.0,263.0,3155.0,1509.0,1469.0,2310.0
Sec61a1,12793.0,14681.0,15464.0,14188.0,16446.0,10855.0
Rangap1,3140.0,2394.0,3394.0,2802.0,3161.0,2485.0
Zmym3,3712.0,4223.0,6327.0,3881.0,4108.0,4655.0
Rhox7a,11.0,14.0,6.0,7.0,33.0,2.0
Cxcl5,0.0,2.0,7.0,8.0,4.0,11.0
Eid2,612.0,816.0,1020.0,582.0,552.0,805.0
Prkar2b,153.0,365.0,376.0,810.0,691.0,1949.0
Sdf2,1603.0,2300.0,2429.0,1992.0,2208.0,2753.0
Gnas,38571.0,46303.0,59258.0,42101.0,41068.0,46357.0
Srrm1,12503.0,11883.0,17701.0,8579.0,11315.0,9713.0
Ikbkg,2349.0,2580.0,3331.0,2574.0,3414.0,3078.0
Ccn2,958.0,2619.0,4249.0,1653.0,1325.0,3938.0
Def6,282.0,369.0,559.0,295.0,241.0,324.0
Phpt1,1781.0,1696.0,2995.0,1665.0,1850.0,2328.0
Ifih1,1200.0,1735.0,1898.0,1298.0,1168.0,1481.0
Ctnnd1,14456.0,14266.0,20980.0,10508.0,13961.0,13205.0
Mir703,166.0,221.0,326.0,130.0,188.0,270.0
Gm20556,0.0,11.0,13.0,0.0,0.0,3.0
Zfp317,1546.0,1487.0,2322.0,1159.0,1396.0,1548.0
Notum,465.0,762.0,3678.0,694.0,344.0,874.0
Retn,3.0,2.0,14.0,9.0,5.0,22.0
Gm15473,1.0,11.0,18.0,9.0,9.0,9.0
Prpf18,1457.0,1688.0,2457.0,1442.0,1873.0,2112.0
Cwc15,2135.0,2147.0,3458.0,2077.0,2395.0,2706.0
Grhl3,12.0,35.0,58.0,40.0,43.0,16.0
Ulbp1,26.0,18.0,18.0,10.0,24.0,14.0
Itga1,752.0,1420.0,2222.0,806.0,763.0,318.0
Ppme1,1993.0,1810.0,2789.0,2316.0,2706.0,2643.0
Acod1,2.0,24.0,31.0,0.0,2.0,4.0
Emc2,1558.0,1181.0,1779.0,1090.0,1308.0,1298.0
H3c14,278.0,385.0,384.0,333.0,316.0,291.0
Timm10,331.0,320.0,604.0,331.0,408.0,361.0
Noxa1,65.0,93.0,149.0,74.0,66.0,75.0
Mettl14,864.0,1068.0,1750.0,827.0,1080.0,1211.0
Usf2,1901.0,2076.0,3088.0,1802.0,2123.0,1774.0
Sfrp2,1160.0,1143.0,1763.0,561.0,1047.0,906.0
Gm12657,202.0,283.0,317.0,214.0,288.0,300.0
Gstp2,83.0,67.0,163.0,46.0,25.0,43.0
Etv4,12.0,5.0,22.0,11.0,17.0,12.0
Prr12,4493.0,5404.0,9223.0,4142.0,4682.0,4958.0
Pelo,405.0,357.0,592.0,342.0,451.0,423.0
Gdf15,106.0,227.0,330.0,43.0,39.0,94.0
Tram1l1,49.0,39.0,117.0,33.0,38.0,45.0
Tmbim4,1931.0,2345.0,2586.0,2093.0,2063.0,2507.0
Sltm,2673.0,2178.0,3599.0,2321.0,3416.0,3051.0
Ap1g2,2434.0,1691.0,2071.0,1557.0,3110.0,1253.0
Gm10736,572.0,599.0,839.0,464.0,645.0,704.0
Ext2,2654.0,2649.0,4374.0,2034.0,2926.0,2949.0
4921507P07Rik,61.0,114.0,235.0,60.0,61.0,94.0
Acat1,4238.0,4004.0,6144.0,3432.0,4194.0,4829.0
Cers6,1264.0,1330.0,1664.0,1119.0,1457.0,1508.0
Eri3,2724.0,2842.0,4390.0,2703.0,2837.0,3158.0
Kl,26.0,6.0,20.0,8.0,12.0,16.0
Atp6v0c-ps2,135.0,144.0,175.0,146.0,105.0,155.0
Zfp867,392.0,489.0,649.0,389.0,371.0,659.0
Edn1,821.0,1401.0,1732.0,1323.0,850.0,2250.0
Zfp385a,917.0,1295.0,1599.0,1052.0,1234.0,842.0
Lrp1,12457.0,18314.0,26670.0,13042.0,12686.0,13779.0
Nt5c,1335.0,956.0,1430.0,1134.0,1415.0,1027.0
Gng4,1010.0,367.0,362.0,321.0,215.0,251.0
Cyld,2106.0,2806.0,3877.0,1937.0,2473.0,3086.0
Rmrp,16.0,10.0,14.0,2.0,12.0,16.0
Fam163b,2.0,0.0,4.0,4.0,63.0,26.0
Cox7a2,34.0,28.0,41.0,23.0,33.0,38.0
A230103J11Rik,46.0,48.0,86.0,48.0,81.0,46.0
Fbxw7,1265.0,1348.0,1739.0,969.0,1149.0,1266.0
Golim4,2371.0,3207.0,4566.0,2527.0,3058.0,3319.0
Tbc1d15,1432.0,1982.0,2325.0,1187.0,1541.0,1469.0
2810004N23Rik,960.0,840.0,1299.0,718.0,957.0,830.0
A530020G20Rik,179.0,294.0,294.0,103.0,73.0,93.0
Tmsb4x,4.0,8.0,6.0,2.0,8.0,2.0
Gpr15lg,0.0,0.0,0.0,0.0,0.0,0.0
Gla,300.0,388.0,529.0,492.0,413.0,369.0
Twsg1,8542.0,10102.0,12273.0,6588.0,7542.0,7109.0
Zfyve27,1621.0,2114.0,2661.0,1563.0,1896.0,2014.0
Slco2a1,17998.0,9787.0,20789.0,8036.0,12851.0,10562.0
2310061I04Rik,1454.0,1027.0,1671.0,1117.0,1176.0,995.0
Smad3,2033.0,3052.0,4220.0,2150.0,1991.0,2972.0
Tnpo1,4486.0,4696.0,7763.0,3830.0,5404.0,4938.0
Sprr2f,1454.0,5907.0,579.0,5.0,0.0,2.0
Muc3a,557.0,598.0,825.0,368.0,677.0,289.0
Tmem214,2934.0,3147.0,4180.0,2719.0,3463.0,2340.0
Tmem250-ps,3768.0,3868.0,6164.0,3614.0,4097.0,4352.0
Gm16675,61.0,67.0,85.0,67.0,90.0,62.0
Il36a,8.0,27.0,14.0,4.0,0.0,0.0
Gm2109,92.0,122.0,37.0,0.0,0.0,0.0
Reep2,878.0,718.0,867.0,980.0,1516.0,679.0
Dclre1c,403.0,517.0,882.0,252.0,326.0,327.0
Apln,53.0,115.0,245.0,158.0,95.0,132.0
ND2,95603.0,84313.0,131259.0,68244.0,73230.0,58240.0
Gm21188,119.0,155.0,228.0,93.0,110.0,103.0
Wfdc13,22.0,81.0,108.0,42.0,69.0,93.0
Kif13b,2530.0,4023.0,4181.0,2301.0,2909.0,3264.0
Snrpd2,1954.0,1586.0,3160.0,2111.0,2354.0,2668.0
Rps12-ps10,117.0,103.0,117.0,44.0,35.0,60.0
Zfp865,1990.0,2176.0,3598.0,1696.0,2018.0,2000.0
Ston1,2898.0,3729.0,5814.0,2919.0,3598.0,3750.0
Cklf,183.0,137.0,214.0,146.0,201.0,187.0
Ar,1872.0,1905.0,2806.0,1367.0,2971.0,1264.0
Coq7,641.0,565.0,939.0,714.0,739.0,820.0
Nfkbiz,594.0,945.0,970.0,788.0,795.0,1110.0
Fat3,1501.0,1170.0,3171.0,486.0,1760.0,604.0
Cox4i2,32.0,62.0,70.0,23.0,44.0,39.0
Snrnp70,8316.0,7215.0,12966.0,6650.0,8432.0,8336.0
Gm3141,70.0,76.0,102.0,52.0,93.0,53.0
N4bp2l2,2228.0,2172.0,3766.0,1836.0,2590.0,2515.0
Morrbid,265.0,103.0,39.0,14.0,86.0,6.0
Gm20014,0.0,1.0,2.0,2.0,5.0,1.0
Iah1,1633.0,1708.0,2178.0,1421.0,1994.0,1585.0
Mark4,1140.0,1319.0,2142.0,1079.0,1300.0,1316.0
Cbfa2t2,1181.0,1424.0,2327.0,1192.0,1364.0,1559.0
Mrpl22,631.0,542.0,867.0,553.0,697.0,604.0
Hycc1,1597.0,1968.0,2952.0,1558.0,1933.0,1879.0
Txnl1,2256.0,2237.0,3337.0,2418.0,2829.0,2758.0
Cystm1,2510.0,2109.0,2812.0,2772.0,4226.0,2966.0
Snx10,796.0,1132.0,1327.0,1054.0,1133.0,1633.0
Baiap2l1,1337.0,1582.0,2038.0,1328.0,1452.0,2105.0
Rbis,940.0,779.0,1221.0,731.0,1129.0,938.0
Kcmf1,2320.0,2714.0,3834.0,2238.0,2676.0,2932.0
Tma7,26.0,16.0,43.0,19.0,27.0,27.0
Trub1,810.0,547.0,1523.0,755.0,682.0,718.0
Syn2,8869.0,3321.0,2552.0,653.0,1375.0,660.0
Pes1,1927.0,2039.0,3303.0,1974.0,2500.0,2301.0
Tubg2,119.0,179.0,212.0,79.0,112.0,99.0
Shpk,681.0,480.0,650.0,279.0,440.0,415.0
Cux1,4117.0,4045.0,5214.0,3159.0,3994.0,3276.0
Gfi1b,29.0,29.0,26.0,24.0,202.0,6.0
Lyz1,23.0,79.0,109.0,34.0,13.0,121.0
Appbp2,1664.0,1470.0,2439.0,1301.0,1968.0,1285.0
Triap1,614.0,583.0,979.0,479.0,551.0,786.0
Ankrd39,296.0,309.0,456.0,215.0,274.0,282.0
Slc39a6,1181.0,1635.0,2198.0,1311.0,1537.0,1624.0
4930578I06Rik,23.0,25.0,53.0,49.0,84.0,38.0
Srsf12,115.0,109.0,165.0,47.0,71.0,64.0
Atp5b,34655.0,25377.0,38778.0,28034.0,34173.0,25150.0
Gca,1015.0,1452.0,1769.0,1852.0,1465.0,1664.0
Espn,6170.0,2062.0,3143.0,1684.0,1721.0,2801.0
Pex13,1267.0,1430.0,1920.0,1287.0,1587.0,1895.0
Tpd52l1,3767.0,3644.0,4959.0,3525.0,4986.0,3493.0
Ptgs2,732.0,593.0,648.0,19.0,32.0,2.0
Tars,2693.0,2375.0,3543.0,2113.0,3229.0,2338.0
Gba,1869.0,1923.0,1875.0,1963.0,1915.0,1727.0
Mta3,2268.0,2594.0,3437.0,1667.0,1769.0,2124.0
P2ry1,619.0,422.0,771.0,415.0,465.0,295.0
Pdcd10,1089.0,896.0,1538.0,832.0,1124.0,1185.0
Gm38426,97.0,124.0,117.0,156.0,179.0,201.0
Serinc2,1957.0,2143.0,1935.0,2849.0,2589.0,2436.0
Nenf,589.0,565.0,1015.0,642.0,649.0,842.0
Anapc13,1491.0,1565.0,2287.0,1957.0,2095.0,2630.0
Gm10614,63.0,117.0,206.0,61.0,44.0,152.0
Yipf3,3579.0,4296.0,5218.0,3621.0,4012.0,4318.0
Edem1,3839.0,4949.0,4644.0,4225.0,4896.0,2685.0
Ighv1-9,10.0,11.0,8.0,58.0,23.0,0.0
Xrn2,2862.0,3172.0,4719.0,2539.0,3419.0,3128.0
Zfp51,329.0,404.0,527.0,385.0,499.0,497.0
Gm2223,321.0,352.0,381.0,217.0,277.0,288.0
Hmga2,465.0,731.0,819.0,298.0,279.0,790.0
Ldha,16599.0,13253.0,16491.0,14871.0,17083.0,6386.0
Ppp1r8,1157.0,915.0,1767.0,1045.0,1273.0,1353.0
Hspa13,2165.0,2704.0,2804.0,2034.0,2678.0,2120.0
Bnip3,849.0,1738.0,2057.0,1122.0,1053.0,2633.0
Ciart,203.0,63.0,126.0,58.0,180.0,181.0
Trerf1,1797.0,1648.0,2375.0,1219.0,1704.0,1297.0
Ero1b,328.0,790.0,719.0,581.0,561.0,551.0
Bnip3l-ps,165.0,297.0,285.0,269.0,329.0,442.0
Ubb-ps,320.0,370.0,434.0,324.0,418.0,425.0
Arap2,1153.0,1145.0,1514.0,804.0,939.0,1093.0
Zfp54,443.0,322.0,575.0,401.0,513.0,471.0
Tnfsfm13,0.0,0.0,0.0,0.0,0.0,0.0
Bdh1,1761.0,707.0,925.0,595.0,2065.0,724.0
Unc5a,234.0,158.0,200.0,162.0,227.0,180.0
Arfgef3,291.0,285.0,450.0,263.0,516.0,188.0
Uso1,7005.0,6775.0,8515.0,6371.0,9015.0,6024.0
Zfp641,203.0,247.0,310.0,168.0,221.0,286.0
Gt(ROSA)26Sor,324.0,288.0,476.0,244.0,270.0,317.0
Top3b,2048.0,2083.0,3447.0,2004.0,2350.0,2590.0
Srxn1,1292.0,1474.0,2063.0,1113.0,1020.0,1121.0
Pdzrn4,295.0,107.0,100.0,54.0,205.0,5.0
Tmem258,1645.0,1772.0,2111.0,1832.0,1940.0,1874.0
Shisa8,1813.0,2000.0,1971.0,4378.0,4597.0,2009.0
Uqcrc1,5997.0,5391.0,7465.0,5637.0,5868.0,5486.0
Tnfaip3,215.0,502.0,661.0,209.0,216.0,294.0
Tlr4,1642.0,1982.0,2971.0,1479.0,1695.0,2564.0
Hcn2,289.0,166.0,305.0,148.0,193.0,244.0
Zranb2,2613.0,2947.0,4453.0,2336.0,2928.0,3139.0
Polr2f,1272.0,1224.0,2052.0,1216.0,1109.0,1548.0
Hras,1589.0,1363.0,2303.0,1592.0,1792.0,1627.0
Med6,589.0,658.0,915.0,523.0,580.0,723.0
E130308A19Rik,316.0,463.0,716.0,491.0,581.0,619.0
Gprasp1,2055.0,3256.0,5377.0,2396.0,2878.0,5038.0
Cox6c,5872.0,4646.0,7763.0,4286.0,4878.0,4793.0
Ndufs5-ps,39.0,20.0,67.0,30.0,27.0,36.0
AU041480,0.0,3.0,3.0,6.0,5.0,2.0
Prpf38a,978.0,1004.0,1383.0,867.0,1013.0,1142.0
Bmp3,680.0,471.0,243.0,432.0,1320.0,159.0
Cdh11,2550.0,2740.0,4127.0,860.0,1163.0,767.0
Trpc5,57.0,7.0,5.0,0.0,17.0,2.0
Ttc28,3536.0,5646.0,9544.0,4388.0,4534.0,4155.0
Phldb1,2851.0,3141.0,4714.0,2329.0,3036.0,2626.0
Itpr3,6931.0,6224.0,8282.0,6412.0,11903.0,6658.0
Ahsa2,459.0,348.0,625.0,477.0,652.0,639.0
Ap4b1,1518.0,1459.0,2365.0,1170.0,1551.0,1659.0
Proc,10.0,14.0,35.0,16.0,5.0,30.0
Stra6l,20.0,26.0,17.0,16.0,16.0,15.0
Trim21,517.0,732.0,973.0,454.0,438.0,582.0
Sema3a,1313.0,873.0,1185.0,549.0,915.0,266.0
H3c15,74.0,111.0,115.0,96.0,95.0,98.0
Coch,192.0,702.0,1883.0,91.0,30.0,119.0
Lmf1,1027.0,1015.0,1221.0,1016.0,981.0,984.0
Klf4,4479.0,1674.0,2132.0,1040.0,3736.0,1854.0
Phaf1,736.0,1007.0,1506.0,873.0,1000.0,1288.0
Dcaf1,1933.0,2076.0,2987.0,1668.0,2465.0,2000.0
Tmem201,1430.0,1519.0,3080.0,1181.0,1320.0,1591.0
Actn4,18245.0,17909.0,31401.0,15476.0,17774.0,18966.0
Capzb,10928.0,11318.0,15455.0,9751.0,10655.0,9140.0
Clcn7,1651.0,1844.0,2847.0,1568.0,1863.0,1988.0
Igkc,481.0,1846.0,849.0,1653.0,462.0,169.0
Mdh1,9647.0,8608.0,11176.0,9805.0,9677.0,10071.0
Gm7429,12.0,13.0,27.0,4.0,6.0,7.0
Psmg2,385.0,392.0,659.0,343.0,453.0,509.0
E130008D07Rik,18.0,14.0,93.0,46.0,35.0,50.0
