Fam219a	Q9D772
Fam219b	Q14DQ1
Fam220a	Q3ZN08
Fam221a	Q8C790
Fam221b	Q8C627
Fam222a	Q6PGH4
Fam222b	Q6P539
Fam227b	Q9D518
Fam228a	Q8CDW1
Fam228b	Q497Q6
Fam229a	B2KGE5
Fam229b	Q8CF36
Fam234a	Q8C0Z1
Fam234b	Q8BYI8
Fam241a	Q9CZL2
Fam241b	Q9D882
Pfkfb1	P70266
Pfkfb2	P70265
Pfkfb4	Q6DTY7
Fam91a1	Q3UVG3
F10	O88947
F11	Q91Y47
F12	Q80YC5
Fam13a	Q8BGI4
Fam13b	Q8K2H3
Fam13c	Q9DBR2
Fam209	A2APA5
Fam20a	Q8CID3
Fam20c	Q5MJS3
Fam243	Q8CDS7
Fam24a	Q8CF27
Fa2h	Q5MPP0
Fam32a	Q9CR80
Fam43a	Q8BUP8
Fam50a	Q9WV03
Fam50b	Q9WTJ8
Fam53a	E9PV82
Fam53b	Q8BGR5
Fam53c	Q8BXQ8
F5	O88783
Fam72a	Q8BFZ8
Fam76a	Q922G2
Fam76b	Q80XP8
Fam78a	Q8C552
Fam78b	Q8BQN5
F7	P70375
Fam81a	Q3UXZ6
Fam83a	Q8K2P2
Fam83b	Q0VBM2
Fam83c	A2ARK0
Fam83d	Q9D7I8
Fam83e	Q80XS7
Fam83f	Q3UKU4
Fam83g	Q5SWY7
Fam83h	Q148V8
Fam89a	Q14BJ1
F8	Q06194
Fam98a	Q3TJZ6
Fam98b	Q80VD1
F9	P16294
Fah	P35505
Faah	O08914
Mcat	Q8R3F5
Fabp4	P04117
Fabp5	Q05816
Fabp6	P51162
Fabp7	P51880
Fabp9	O08716
Fabp3	P11404
Fabp2	P55050
Fabp1	P12710
Flacc1	Q8BVM7
Fancd2	Q80V62
Zmpste24	Q80W54
Rce1	P57791
Fancd2os	Q9D4K4
Far1	Q922J9
Far2	Q7TNT2
Flad1	Q8R123
Fadd	Q61160
Fads1	Q920L1
Fads2	Q9Z0R9
Fads3	Q9JJE7
Fads6	Q80UG1
Faf1	P54731
Faf2	Q3TDN2
Fahd1	Q8R0F8
Fahd2	Q3TC72
Faim	Q9WUD8
Fcmr	A1KXC4
Ptk2	P34152
Ptk2b	Q9QVP9
Fastkd1	Q6DI86
Fastkd2	Q922E6
Fastkd3	Q8BSN9
Tbrg4	Q91YM4
Fastkd5	Q7TMV3
Fam3a	Q9D8T0
Fam3b	Q9D309
Fam3c	Q91VU0
Fam3d	P97805
Fan1	Q69ZT1
Fanca	Q9JL70
Fancb	Q5XJY6
Fancc	P50652
Fancf	E9Q5Z5
Fancg	Q9EQR6
Fanci	Q8K368
Brip1	Q5SXJ3
Fancl	Q9CR14
Fancm	Q8BGE5
Fank1	Q9DAM9
Nsmaf	O35242
Faap20	Q3UN58
Faap24	Q8BHL6
Farp1	F8VPU2
Farp2	Q91VS8
Fastk	Q9JIX9
Fasn	P19096
Fat2	Q5F226
Fat3	Q8BNA6
Fat4	Q2PZL6
Fate1	Q8CEK7
Faxc	Q3UMF9
Fibcd1	A2AV25
Fbf1	A2A870
Fbh1	Q8K2I9
Fblim1	Q71FD7
Fbll1	Q80WS3
Fbln1	Q08879
Fbln2	P37889
Efemp1	Q8BPB5
Efemp2	Q9WVJ9
Fbln5	Q9WVH9
Fbln7	Q501P1
Fbn1	Q61554
Fbn2	Q61555
Fabp12	Q9DAK4
Fnbp1l	Q8K012
Fbl	P35550
Fbrs	Q8R089
Fbxo45	Q8K3B1
Fbxw10	Q5SUS0
Fbxw15	L7N1X6
Btrc	Q3ULA2
Fbxw11	Q5SRY7
Fbxo10	Q7TQF2
Fbxo11	Q7TPD1
Fbxo15	Q9QZN0
Fbxo16	Q9QZM9
Fbxo17	Q9QZM8
Fbxo21	Q8VDH1
Fbxo22	Q78JE5
Fbxo24	Q9D417
Fbxo25	Q9D2Y6
Fbxo27	Q6DIA9
Fbxo28	Q8BIG4
Fbxo2	Q80UW2
Fbxo30	Q8BJL1
Fbxo31	Q3TQF0
Fbxo32	Q9CPU7
Fbxo33	Q8VE08
Fbxo34	Q80XI1
Fbxo36	Q9CQ24
Fbxo38	Q8BMI0
Fbxo39	Q5NBU5
Fbxo3	Q9DC63
Fbxo40	P62932
Fbxo41	Q6NS60
Fbxo42	Q6PDJ6
Fbxo43	Q8CDI2
Fbxo44	Q8BK26
Fbxo46	Q8BG80
Fbxo47	A2A6H3
Fbxo48	Q8CAT8
Fbxo4	Q8CHQ0
Nccrp1	G3X9C2
Fbxo5	Q7TSG3
Fbxo6	Q9QZN4
Fbxo7	Q3U7U3
Fbxo8	Q9QZN3
Fbxo9	Q8BK06
Fbxl2	Q8BH16
Fbxl3	Q8C4V4
Fbxl4	Q8BH70
Fbxl5	Q8C2S5
Fbxl6	Q9QXW0
Fbxl7	Q5BJ29
Fbxl8	Q8CIG9
Fbxw2	Q60584
Fbxw4	Q9JMJ2
Fbxw5	Q9QXW2
Fbxw7	Q8VBV4
Fbxw8	Q8BIA4
Fcamr	Q2TB54
Fcer2	P20693
Fcer1a	P20489
Ms4a2	P20490
Fcer1g	P20491
Fcf1	Q9CTH6
Fcgr4	A0A0B4J1G0
Fcgr1	P26151
Fcgr2	P08101
Fcgr3	P08508
Fcgrt	Q61559
Fcho1	Q8K285
Fcho2	Q3UQN2
Gfus	P23591
Fcn1	O70165
Fcn2	O70497
Fcor	P0DJI6
Fcrl1	Q8R4Y0
Fcrl5	Q68SN8
Fcrl6	A1YIY0
Fcrla	Q920A9
Fcrlb	Q5DRQ8
Fchsd1	Q6PFY1
Fchsd2	Q3USJ8
Fcsk	Q7TMC8
Fdft1	P53798
Fdx2	Q9CPW2
Fdxacb1	Q3UY23
Fem1b	Q9Z2G0
Fem1c	Q8CEF1
Fen1	P39749
Ferd3l	Q923Z4
Fermt1	P59113
Fermt2	Q8CIB5
Fer	P70451
Fes	P16879
Afp	P02772
Ahsg	P29699
Fetub	Q9QXC1
Fev	Q8QZW2
Fez1	Q8K0X8
Fez2	Q6TYB5
Fezf1	Q0VDQ9
Fezf2	Q9ESP5
Ffar1	Q76JU9
Ffar2	Q8VCK6
Ffar3	Q3UFD7
Ffar4	Q7TMA4
Fgd1	P52734
Fgd2	Q8BY35
Fgd3	O88842
Fgd4	Q91ZT5
Fgd5	Q80UZ0
Fgd6	Q69ZL1
Fgf10	O35565
Fgf11	P70378
Fgf12	P61329
Fgf13	P70377
Fgf14	P70379
Fgf15	O35622
Fgf16	Q9ESL8
Fgf17	P63075
Fgf18	O89101
Fgf1	P61148
Fgf20	Q9ESL9
Fgf21	Q9JJN1
Fgf22	Q9ESS2
Fgf23	Q9EPC2
Fgf2	P15655
Fgf3	P05524
Fgf4	P11403
Fgf5	P15656
Fgf6	P21658
Fgf7	P36363
Fgf8	P37237
Fgf9	P54130
Fgfbp1	O70514
Fgfbp3	Q1HCM0
Fgfr1	P16092
Fgfr2	P21803
Fgfr3	Q61851
Fgfr4	Q03142
Fggy	A2AJL3
Fgl1	Q71KU9
Fgl2	P12804
Fgfr1op2	Q9CRA9
Fgfrl1	Q91V87
Fgr	P14234
Fthl17e	Q99MX2
Fhad1	A6PWD2
Fhdc1	Q3ULZ2
Fhip1a	Q505K2
Fhip1b	Q3U2I3
Fhip2a	Q8CDM8
Fhip2b	Q80YR2
Fhit	O89106
Fhl1	P97447
Fhl2	O70433
Fhl3	Q9R059
Fhl5	Q9WTX7
Fhod1	Q6P9Q4
Fhod3	Q76LL6
Fga	E9PV24
Fgb	Q8K0E8
Fgg	Q8VCM7
Fibin	Q9CQS3
Fibp	Q9JI19
Ficd	Q8BIX9
Fig4	Q91WF7
Fignl1	Q8BPY9
Figla	O55208
Fign	Q9ERZ6
Filip1l	Q6P6L0
Flg2	Q2VIS4
Flg	P11088
Fimp	E9Q9R3
Fn1	P11276
Fip1l1	Q9D824
Firrm	Q3TQQ9
Fis1	Q9CQ92
Fitm1	Q91V79
Fitm2	P59266
Fiz1	Q9WTJ4
Fjx1	Q8BQB4
Fkbp10	Q61576
Fkbp11	Q9D1M7
Fkbp14	P59024
Fkbp15	Q6P9Q6
Fkbp1a	P26883
Fkbp1b	Q9Z2I2
Fkbp2	P45878
Fkbp3	Q62446
Fkbp4	P30416
Fkbp5	Q64378
Fkbp6	Q91XW8
Fkbp7	O54998
Fkbp8	O35465
Fkbp9	Q9Z247
Fkbpl	O35450
Fkrp	Q8CG64
Fktn	Q8R507
Wtap	Q9ER69
Flcn	Q8QZS3
Fli1	P26323
Flii	Q9JJ28
Filip1	Q9CS72
Flna	Q8BTM8
Flnb	Q80X90
Flnc	Q8VHX6
Flot1	O08917
Flot2	Q60634
Cacfd1	Q8BG21
Flrt1	Q6RKD8
Flrt2	Q8BLU0
Flrt3	Q8BGT1
Flt3lg	P49772
Flt3	Q00342
Cfap126	Q6P8X9
Flvcr1	B2RXV4
Flvcr2	Q91X85
Fem1aa	Q9Z2G1
Fem1ab	Q8C0T1
Fam25c	Q8CF02
Fmc1	Q9CR13
Fmn1	Q05860
Fmn2	Q9JL04
Fmnl1	Q9JL26
Fmnl2	A2APV2
Fmnl3	Q6ZPF4
Fmo1	P50285
Fmo2	Q8K2I3
Fmo3	P97501
Fmo4	Q8VHG0
Fmo5	P97872
Fmod	P50608
Fmr1nb	Q80ZA7
Fmr1	P35922
Mtfmt	Q9D799
Fndc3c1	Q6DFV6
Fn3k	Q9ER35
Fnbp1	Q80TY0
Fnbp4	Q6ZQ03
Fndc10	A2A9Q0
Fndc11	Q80WB0
Fndc3a	Q8BX90
Fndc3b	Q6NWW9
Fndc4	Q3TR08
Fndc5	Q8K4Z2
Fndc7	A2AED3
Fndc8	Q9D2H8
Fndc9	Q8BJN4
Fnip1	Q68FD7
Fnip2	Q80TD3
Fnta	Q61239
Fntb	Q8K2I1
Focad	A2AKG8
Zfpm1	O35615
Zfpm2	Q8CCH7
Fpgs	P48760
Folh1	O35409
Folr1	P35846
Folr2	Q05685
Fosb	P13346
Fosl1	P48755
Fosl2	P47930
Fos	P01101
Foxa1	P35582
Foxa2	P35583
Foxa3	P35584
Foxb1	Q64732
Foxb2	Q64733
Foxc1	Q61572
Foxc2	Q61850
Foxd1	Q61345
Foxd2	O35392
Foxd3	Q61060
Foxd4	Q60688
Foxe1	Q8R2I0
Foxe3	Q9QY14
Foxf1	Q61080
Foxf2	O54743
Foxg1	Q60987
Foxh1	O88621
Foxi1	Q922I5
Foxi2	Q3I5G5
Foxi3	D3Z120
Foxj1	Q61660
Foxj2	Q9ES18
Foxj3	Q8BUR3
Foxk1	P42128
Foxk2	Q3UCQ1
Foxl1	Q64731
Foxl2	O88470
Foxm1	O08696
Foxn1	Q61575
Foxn3	Q499D0
Foxn4	Q8K3Q3
Foxo1	Q9R1E0
Foxo3	Q9WVH4
Foxo4	Q9WVH3
Foxo6	Q70KY4
Foxp1	P58462
Foxp2	P58463
Foxp3	Q99JB6
Foxp4	Q9DBY0
Foxq1	O70220
Foxr1	Q3UTB7
Foxr2	Q3UM89
Foxs1	Q61574
Faap100	A2ACJ2
Fpgt	G5E8F4
Fdps	Q920E5
Fpr1	P33766
Fpr2	O88536
Ptgfrn	Q9WV91
Fpr-s1	O08790
Fpr-rs3	O88537
Fpr-rs4	A4FUQ5
Fpr-rs6	Q3SXG2
Fpr-rs7	Q71MR7
Fer1l4	A3KGK3
Fer1l5	P0DM40
Fras1	Q80T14
Frat1	P70339
Frat2	Q8K025
Fxn	O35943
Frem1	Q684R7
Frem2	Q6NVD0
Frem3	Q5H8B9
Frey1	Q8CF31
Frg1	P97376
Fth1	P09528
Ftl1	P29391
Ftl2	P49945
Wdpcp	Q8C456
Frk	Q922K9
Frmd4a	Q8BIE6
Frmd4b	Q920B0
Frmd3	Q8BHD4
Frmd5	Q6P5H6
Frmd6	Q8C0V9
Frmd7	A2AD83
Frmd8	Q3UFK8
Frmpd1	A2AKB4
Frmpd4	A2AFR3
FRRS1	Q8K385
Frrs1l	B1AXV0
Frs2	Q8C180
Frs3	Q91WJ0
Fry	E9Q8I9
Fads2b	Q0VAX3
Fsbp	Q8BKE5
Fscb	A1EGX6
Fscn1	Q61553
Fscn2	Q32M02
Fscn3	Q9QXW4
Fsd1l	Q8BYN5
Fsd1	Q7TPM6
Fsd2	Q8BZ52
Fshb	Q60687
Fshr	P35378
Fsip1	Q9D3V5
Fsip2	A2ARZ3
Aifm2	Q8BUE4
Fstl1	Q62356
Fstl3	Q9EQC7
Fstl4	Q5STE3
Fstl5	Q8BFR2
Fst	P47931
Ftcd	Q91XD4
Ftmt	Q9D5H4
Rpgrip1l	Q8CG73
Fto	Q8BGW1
Fubp1	Q91WJ8
Khsrp	Q3U0V1
Fuom	Q8R2K1
Fuca2	Q99KR8
Fuca1	Q99LJ1
Slc35c1	Q8BLX4
Fh	P97807
Fundc1	Q9DB70
Fundc2	Q9D6K8
Furin	P23188
Fus	P56959
Fut10	Q5F2L2
Fut11	Q8BHC9
Fut1	O09160
Fut2	Q9JL27
Fut4	Q11127
Fut7	Q11131
Fut8	Q9WTS2
Fut9	O88819
Fuz	Q3UYI6
Fv1	P70213
Flywch1	Q8CI03
Flywch2	Q9CQE9
Fbxl12	Q9EPX5
Fbxl13	Q8CDU4
Fbxl14	Q8BID8
Fbxl15	Q91W61
Fbxl16	A2RT62
Fbxl17	Q9QZN1
Fbxl19	Q6PB97
Fbxl20	Q9CZV8
Fbxl21	Q8BFZ4
Fbxl22	Q8C7B6
Fxr1	Q61584
Fxr2	Q9WVR4
Foxred1	Q3TQB2
Foxred2	Q3USW5
Fxyd3	Q61835
Fxyd4	Q9D2W0
Fxyd5	P97808
Fxyd6	Q9D164
Fxyd7	P59648
Fyb1	O35601
Fyb2	A2A995
Fyco1	Q8VDC1
Fyn	P39688
Pikfyve	Q9Z1T6
Fzd10	Q8BKG4
Fzd1	O70421
Fzd2	Q9JIP6
Fzd3	Q61086
Fzd4	Q61088
Fzd5	Q9EQD0
Fzd6	Q61089
Fzd7	Q61090
Fzd8	Q61091
Fzd9	Q9R216
Fzr1	Q9R1K5
G0s2	Q61585
Gpr137	Q80ZU9
Gpr137b	Q8BNQ3
Gpr137c	E9Q343
G2e3	Q5RJY2
Gpr37l1	Q99JG2
G3bp1	P97855
G3bp2	P97379
Gapdhs	Q64467
Gapdh	P16858
Gal3st1	Q9JHE4
Gal3st2	Q6XQH0
Gal3st3	P61315
Gadd45gip1	Q9CR59
Mpig6b	D7PDD4
G6pc1	P35576
G6pc2	Q9Z186
G6pc3	Q6NSQ9
G6pdx	Q00612
G6pd2	P97324
H6pd	Q8CFX1
Gpi	P06745
Slc37a1	Q8R070
Slc37a2	Q9WU81
Gas2l1	Q8JZP9
Gas2l2	Q5SSG4
Gas2l3	Q3UWW6
Gadd45a	P48316
Gadd45b	P22339
Gadd45g	Q9Z111
Gab1	Q9QYY0
Gab2	Q9Z1S8
Gab3	Q8BSM5
Gabpb1	Q00420
Gabpb2	P81069
Gabpa	Q00422
Gabbr1	Q9WV18
Gabbr2	Q80T41
Abat	P61922
Gadl1	Q80WP8
Gask1a	Q3UY90
Gask1b	Q3UPI1
Gak	Q99KY4
Gatd3	Q9D172
Gal	P47212
Galc	P54818
Gatd1	Q8BFQ8
Gale	Q8R059
Galk1	Q9R0N0
Galk2	Q68FH4
Galm	Q8K157
Galns	Q571E4
Galp	Q810H5
Galr1	P56479
Galr2	O88854
Galr3	O88853
Galnt1	O08912
Galnt2	Q6PB93
Galnt3	P70419
Galnt4	O08832
Galnt5	Q8C102
Galnt6	Q8C7U7
Galnt7	Q80VA0
Galt	Q03249
Gamt	O35969
Ganab	Q8BHN3
Ganc	Q8BVW0
Mcm3ap	Q9WUU9
Gan	Q8CA72
Gapvd1	Q6PAR5
Glipr2	Q9CYL5
Gapt	Q8CB93
Garin1a	B2RXB0
Garin1b	Q3UZD7
Gar1	Q9CY66
Garin2	D3YV92
Garin3	Q5STT6
Garin5a	A1L3C1
Garem1	Q3UFT3
Garem2	Q6PAJ3
Garnl3	Q3V0G7
Gars1	Q9CZD3
Gas1	Q01721
Gas2	P11862
Gas6	Q61592
Gas7	Q60780
Gprasp1	Q5U4C1
Gprasp2	Q8BUY8
Gprasp3	Q6PB60
Cckbr	P56481
Gast	P48757
Gata1	P17679
Gata2	O09100
Gata3	P23772
Gata4	Q08369
Gata5	P97489
Gata6	Q61169
Qrsl1	Q9CZN8
Gatb	Q99JT1
Gatc	Q8CBY0
Gatad1	Q920S3
Gatm	Q9D964
Gba1	P17439
Gba2	Q69ZF3
Gnb1	P62874
Gnb2	P62880
Gnb3	Q61011
Gnb4	P29387
Gng10	Q9CXP8
Gng11	P61953
Gng12	Q9DAS9
Gng13	Q9JMF3
Gngt1	Q61012
Gng2	P63213
Gng3	P63216
Gng4	P50153
Gng5	Q80SZ7
Gng7	Q61016
Gng8	P63078
Gbgt1	Q8VI38
Gngt2	Q61017
Gbp1	Q01514
Gbp2	Q9Z0E6
Gbp3	Q61107
Gbp4	A4UUI3
Gbp5	Q8CFB4
Gbp6	A0A0G2JDV3
Gbp7	Q91Z40
Gabra1	P62812
Gabra2	P26048
Gabra3	P26049
Gabra4	Q9D6F4
Gabra5	Q8BHJ7
Gabra6	P16305
Gabarap	Q9DCD6
Gabrb1	P50571
Gabrb2	P63137
Gabrb3	P63080
Gabrd	P22933
Gabrg1	Q9R0Y8
Gabrg2	P22723
Gabrg3	P27681
Gabarapl1	Q8R3R8
Gabarapl2	P60521
Gabrp	Q8QZW7
Gabrr1	P56475
Gabrr2	P56476
Gabrq	Q9JLF1
Gbx1	P82976
Gbx2	P48031
Ighg	P01863
Igh-1a	P01865
Gcc1	Q9D4H2
Gcc2	Q8CHG3
Gcdh	Q60759
Gcfc2	Q8BKT3
Gch1	Q05915
Gckr	Q91X44
Gcm1	P70348
Gcm2	O09102
Gcn1	E9PVA8
Gcna	A0A1D9BZF0
Gcnt1	Q09324
Gcnt2	P97402
Gcnt3	Q5JCT0
Gcnt4	E9Q649
Gcnt7	Q3V3K7
Tubgcp2	Q921G8
Tubgcp3	P58854
Tubgcp4	Q9D4F8
Tubgcp5	Q8BKN5
Acbd3	Q8BMP6
Tubgcp6	G5E8P0
Nr3c1	P06537
Gcsam	Q6RFH4
Gcsh	Q91WK5
Gldc	Q91W43
Amt	Q8CFA2
Gucy1a1	Q9ERL9
Gucy1b1	O54865
Gdap1l1	Q8VE33
Agmat	A2AS89
Gdap1	O88741
Gdap2	Q9DBL2
Slc25a16	Q8C0K5
Gde1	Q9JL56
Gdf10	P97737
Gdf11	Q9Z1W4
Gdf15	Q9Z0J7
Gdf1	P20863
Gdf2	Q9WV56
Gdf3	Q07104
Gdf5	P43027
Gdf6	P43028
Gdf7	P43029
Mstn	O08689
Gdf9	Q07105
Gdi1	P50396
Gdi2	Q61598
Arhgdia	Q99PT1
Arhgdib	Q61599
Arhgdig	Q62160
Gdnf	P48540
Serpine2	Q07235
Gdpd1	Q9CRY7
Gdpd2	Q9ESM6
Gdpd3	Q99LY2
Gdpd4	Q3TT99
Gdpd5	Q640M6
Gdpgp1	Q3TLS3
Rap1gds1	E9Q912
Gsn	P13020
Gmnc	Q3URY2
Gemin2	Q9CQQ4
Gemin5	Q8BX17
Gemin6	Q9CX53
Gemin7	Q9CWY4
Gemin8	Q8BHE1
Gmnn	O88513
Gem	P55041
Gen1	Q8BMI4
Gphn	Q8BUV3
Get1	Q8K0D7
Get3	O54984
Get4	Q9D1H7
Gfap	P03995
Gfi1b	O70237
Gfi1	P70338
Gfod1	Q3UHD2
Gfod2	Q9CYH5
Gfpt1	P47856
Gfpt2	Q9Z2Z9
Gfra1	P97785
Gfra2	O08842
Gfra3	O35118
Gfra4	Q9JJT2
Gfral	Q6SJE0
Gchfr	P99025
Gfy	J3KML8
Gga1	Q8R0H9
Gga2	Q6P5E6
Gga3	Q8BMI3
Ggact	Q923B0
Ggct	Q9D7X8
Ggh	Q9Z0L8
Gulo	P58710
Ggnbp1	Q6K1E7
Ggnbp2	Q5SV77
Ggn	Q80WJ1
Ggps1	Q9WTN0
Ggt1	Q60928
Ggt5	Q9Z2A9
Ggt6	Q6PDE7
Ggt7	Q99JP7
Ggta1	P23336
Gigyf1	Q99MR1
Gigyf2	Q6Y7W8
Slc25a22	Q9D6M3
Slc25a18	Q9DB41
Ghdc	Q99J23
Ghitm	Q91VC9
Ghrhr	P32082
Ghrl	Q9EQX0
Ghr	P16882
Ghsr	Q99P50
Gid4	Q9CPY6
Gid8	Q9D7M1
Ifi30	Q9ESY9
Gimap1	P70224
Gimap3	Q99MI6
Gimap4	Q99JY3
Gimap5	Q8BWF2
Gimap6	Q8K349
Gimap8	Q75N62
Gimap9	G3X987
Gimd1	E9PW74
Gin1	Q8K259
Ginm1	Q91WR6
Gipc1	Q9Z0G0
Gipc2	Q9Z2H7
Gipc3	Q8R5M0
Gipr	Q0P543
Gip	P48756
Git1	Q68FF6
Git2	Q9JLQ2
Gkap1	Q9JMB0
Gkn1	Q9CR36
Gkn2	Q9CQS6
Gkn3	Q9D0T7
Glt1d1	A4FUP9
Glt6d1	Q2NKH9
Glt8d1	Q6NSU3
Glt8d2	Q640P4
Glb1l	Q8VC60
Glb1l2	Q3UPY5
Glb1l3	A2RSQ1
Glce	Q9EPS3
Glcci1	Q8K3I9
Glycam1	Q02596
Gne	Q91WG8
Glyctk	Q8QZY2
Tent2	Q91YI6
Gldn	Q8BMF8
Gle1	Q8R322
Gbe1	Q9D6Y9
Cga	P01216
Gli1	P47806
Gli2	Q0VGT2
Gli3	Q61602
Glipr1	Q9CWG1
Glis1	Q8K1M4
Glis2	Q8VDL9
Glis3	Q6XP49
Glmn	Q8BZM1
Glmp	Q9JHJ3
Glul	P15105
Hagh	Q99KB8
Glod4	Q9CPV4
Glod5	Q9D8I3
Glp1r	O35659
Glp2r	Q5IXF8
Golph3l	Q8R088
Gypa	P14220
Gypc	Q78HU7
Gk2	Q9WU65
Gk5	Q8BX05
Gk	Q64516
Glra1	Q64018
Glra2	Q7TNC8
Glra3	Q91XP5
Glra4	Q61603
Glrb	P48168
Glrx	Q9QUH0
Glrx2	Q923X4
Glrx3	Q9CQM9
Glrx5	Q80Y14
Gcgr	Q61606
Gls	D3Z7P3
Gls2	Q571F8
Galnt10	Q6P9S7
Galnt11	Q921L8
Galnt12	Q8BGT9
Galnt13	Q8CF93
Galnt14	Q8BVG5
Galnt15	Q9D2N8
Galnt16	Q9JJ61
Galnt17	Q7TT15
Galnt18	Q8K1B9
Gltpd2	Q8K0R6
Galntl5	Q9D4M9
Gltp	Q9JL62
Prkcsh	O08795
Dglucy	Q8BH86
Gcg	P55095
Slc2a4	P14142
Gm4952	Q5FW57
Glyat	Q91XE0
Shmt1	P50431
Gyg1	Q9R062
Glyatl3	E9Q5L8
Shmt2	Q9CZN7
Glyr1	Q922P9
Gmcl1	Q920G9
Gmcl2	Q99N64
Gmds	Q8K0C9
Gmeb1	Q9JL60
Gmeb2	P58929
Gmfb	Q9CQI3
Gmfg	Q9ERL7
Gmip	Q6PGG2
Gmppa	Q922H4
Gmppb	Q8BTZ7
Gmpr	Q9DCZ1
Gmpr2	Q99L27
Gna11	P21278
Gna12	P27600
Gna13	P27601
Gna14	P30677
Gna15	P30678
Gnpnat1	Q9JK38
Gnai1	B2RSH2
Gnai2	P08752
Gnai3	Q9DC51
Gnal	Q8CGK7
Gnao1	P18872
Gnaq	P21279
Gnat1	P20612
Gnat2	P50149
Gnat3	Q3V3I2
Gnaz	O70443
Gnb1l	Q9EQ15
Gnb5	P62881
Ralgds	Q03385
Gnl1	P36916
Gnl3l	Q6PGG6
Gnl3	Q8CI11
Gnmt	Q9QXF8
Gnpat	P98192
Gnpda1	O88958
Gnpda2	Q9CRC9
Gnptab	Q69ZN6
Gnptg	Q6S5C2
Gnrhr	Q01776
Gns	Q8BFR4
Idnk	Q8R0J8
Blzf1	Q8R2X8
GOLGA7B	Q9D428
Golga1	Q9CW79
Golga2	Q921M4
Golga3	P55937
Golga4	Q91VW5
Golga5	Q9QYE6
Golga7	Q91W53
Golim4	Q8BXA1
Rnf130	Q8VEM1
Golm1	Q91XA2
Golm2	Q6P2L7
Golph3	Q9CRA5
Gnrh1	P13562
Gon4l	Q9DB00
Gon7	P0C8B4
Gopc	Q8BH60
Gorab	Q8BRM2
Gorasp1	Q91X51
Gorasp2	Q99JX3
Gosr1	O88630
Gosr2	O35166
Golt1a	Q9DCQ3
Golt1b	Q9CR60
Gpr101	Q80T62
Gpr107	Q8BUV8
Gpr108	Q91WD0
Gpr119	Q7TQP3
Gpr132	Q9Z282
Gpr135	Q7TQP2
Gpr139	Q80UC8
Gpr141	Q7TQP0
Gpr142	Q7TQN9
Gpr143	P70259
Gpr146	Q99LE2
Gpr149	Q3UVY1
Gpr150	Q8BL07
Gpr151	Q7TSN6
Gpr152	Q8BXS7
Gpr153	Q8K0Z9
Gpr156	Q6PCP7
Gpr157	Q8C206
Gpr15lg	A0A0B4J1N3
Gpr160	Q3U3F9
Gpr161	B2RPY5
Gpr162	Q3UN16
Gpr171	Q8BG55
Gpr173	Q6PI62
Gpr174	Q3U507
Gpr176	Q80WT4
Gpr179	E9PY61
Gpr180	Q8BPS4
Gpr182	P43142
Gpr183	Q3U6B2
Gp1ba	O35930
Gp1bb	P56400
Gp2	Q9D733
Gpa33	Q9JKA5
Gpaa1	Q9WTK3
Gpalpp1	Q69ZC8
Gpank1	Q61858
Gpam	Q61586
Gpat2	Q14DK4
Gpat3	Q8C0N2
Gpat4	Q8K2C8
Gpbar1	Q80SS6
Gpbp1l1	Q6NZP2
Gpbp1	Q6NXH3
Gpc1	Q9QZF2
Gpc2	Q8BKV1
Gpc3	Q8CFZ4
Gpc4	P51655
Gprc5b	Q923Z0
Gprc5c	Q8K3J9
Gprc5d	Q9JIL6
Gpc5	Q8CAL5
Gprc6a	Q8K4Z6
Gpc6	Q9R087
Gpcpd1	Q8C0L9
Gpd1l	Q3ULJ0
Gpd1	P13707
Gpd2	Q64521
Gper1	Q8BMP4
Gpha2	Q925Q5
Gphb5	Q812B2
Gpr89	Q8BS95
Pigk	Q9CXY9
Gp9	O88186
Gpkow	Q56A08
Gpm6a	P35802
Gpm6b	P35803
Gpn1	Q8VCE2
Gpn2	Q8VEJ1
Gpn3	Q9D3W4
Gpnmb	Q99P91
Gpr12	P35412
Gpr15	Q0VDU3
Gpr17	Q6NS65
Gpr18	Q8K1Z6
Gpr19	Q61121
Gpr20	Q8BYC4
Gpr21	Q8BX79
Gpr22	Q8BZL4
Gpr25	P0C5I1
Gpr26	Q8BZA7
Gpr27	O54897
Gpr31	F8VQN3
Gpr33	O88416
Gpr34	Q9R1K6
Gpr35	Q9ES90
Gpr37	Q9QY42
Gpr39	Q5U431
Gpr3	P35413
Gpr45	Q9EQQ4
Gpr4	Q8BUD0
Gpr52	P0C5J4
Gpr55	Q3UJF0
Gpr61	Q8C010
Gpr62	Q80UC6
Gpr63	Q9EQQ3
Gpr6	Q6YNI2
Gpr75	Q6X632
Gpr82	Q8BZR0
Gpr83	P30731
Gpr84	Q8CIM5
Gpr85	P60894
Gpr87	Q99MT7
Gpr88	Q9EPB7
Glipr1l1	Q9DAG6
Gps2	Q921N8
Gpsm1	Q6IR34
Gpsm2	Q8VDU0
Gpsm3	Q3U1Z5
Gpatch11	Q3UFS4
Gpatch2l	Q6PE65
Gpatch1	Q9DBM1
Gpatch2	Q7TQC7
Gpatch3	Q8BIY1
Gpatch4	Q3TFK5
Gpatch8	A2A6A1
Dpagt1	P42867
Gp6	P0C191
Gp5	O08742
Gpx1	P11352
Gpx2	Q9JHC0
Gpx3	P46412
Gpx4	O70325
Gpx5	P21765
Gpx6	Q91WR8
Gpx7	Q99LJ6
Gpx8	Q9D7B7
