GeneID	Bulk RNA-seq IU_2.5preg_n1	Bulk RNA-seq IU_2.5preg_n2	Bulk RNA-seq IU_2.5preg_n3	Bulk RNA-seq IA_2.5preg_n1	Bulk RNA-seq IA_2.5preg_n2	Bulk RNA-seq IA_2.5preg_n3
Thyn1	317	461	373	355	390	485
Vps26b	5116	7904	4885	5256	7381	7823
Ncapd3	1399	1932	1298	1502	1789	2046
Jam3	6699	7789	7754	37674	48889	57062
Igsf9b	473	585	471	726	1026	1072
NA	879	1255	859	2433	2792	2453
Spata19	2	0	0	8	13	4
Opcml	97	95	46	22	32	44
Ntm	55	57	64	6	16	20
Snx19	3611	4487	3322	3951	5202	6009
Adamts15	1050	1897	1065	3564	5405	5813
Adamts8	68	259	87	76	108	108
Zbtb44	2220	3691	2135	3209	4406	4063
NA	0	4	2	3	0	4
St14	8875	10572	7876	9672	12850	15131
Aplp2	26147	39546	24093	28332	39162	41027
NA	8	10	3	14	13	4
Gm7244	0	0	0	0	0	0
Prdm10	632	677	598	378	573	608
Nfrkb	2074	2961	2085	2309	2788	3051
Tmem45b	486	795	580	25	71	20
Barx2	4320	4556	4305	6171	8677	9886
Arhgap32	9955	13006	9111	10353	14941	15554
Kcnj5	0	0	0	0	2	0
Kcnj1	0	0	0	0	0	1
NA	0	0	0	0	0	0
Fli1	346	562	311	55	82	94
Ets1	1003	1972	899	477	912	853
Gm10698	154	130	144	139	193	188
7630403G23Rik	0	0	0	0	0	0
Kirrel3	47	61	35	92	105	114
Kirrel3os	22	28	30	130	121	69
St3gal4	4558	5259	4215	6420	8723	9148
4930581F22Rik	576	677	645	1302	1415	1364
Dcps	1452	1797	1330	1577	2159	2277
Tirap	1891	2536	1670	1486	2186	2353
Foxred1	1181	1668	1277	851	1048	1058
Srpr	11251	14022	10992	7862	11253	12054
Fam118b	1490	1596	1725	1082	1421	1616
Rpusd4	801	1048	695	908	1183	1210
4933422A05Rik	2	6	4	1	1	12
Gm5614	0	1	0	1	1	0
Cdon	7540	9461	6751	7899	11933	12935
NA	1	5	0	2	0	4
Ddx25	12	7	10	1	6	8
Pus3	499	675	469	562	699	710
Hyls1	293	327	281	528	465	467
Pate4	13	23	18	1	0	0
Pate3	6	1	0	0	0	0
Pate2	53	57	55	3	9	8
Pate1	3	0	0	0	0	0
Pate10	0	0	0	1	0	0
Pate7	0	1	1	0	0	0
Pate6	37	20	22	0	0	2
Pate5	0	0	0	0	0	0
Gm3428	0	0	0	0	0	0
Gm5916	0	0	0	0	0	0
Gm3434	0	0	0	0	0	0
Pate12	0	0	0	0	0	0
Pate11	0	0	0	0	0	0
Pate9	0	0	0	0	0	0
Pate8	0	0	0	0	0	0
Pate14	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0
Acrv1	3	2	2	0	0	0
Chek1	115	133	116	59	88	62
Stt3a	11604	14386	11552	12635	17271	19776
Ei24	4487	6299	4411	4936	6843	6601
Fez1	255	422	227	85	180	155
Pknox2	3451	4370	2848	2047	2957	3351
Tmem218	4809	4514	4647	8293	11410	11192
Slc37a2	462	542	462	622	685	708
NA	624	603	674	489	528	737
Ccdc15	323	390	285	1772	2300	2864
Hepacam	173	180	162	1885	2520	2476
Robo4	583	1425	615	117	169	138
Robo3	12	23	12	29	43	16
Msantd2	797	931	736	1669	1827	1579
Esam	1608	3064	1586	889	1158	1105
Vsig2	164	225	161	313	382	249
Nrgn	621	674	590	447	529	544
Spa17	575	540	620	4237	5676	6165
Siae	2474	3238	2491	2756	3795	4270
Tbrg1	5133	6451	5008	6604	8335	9190
Panx3	0	1	0	4	0	0
Or8a1b	0	0	0	0	0	0
Or8a1	0	0	0	0	0	0
Or8b12	0	1	0	0	0	1
Or8b12b	7	8	6	4	12	6
Or8b12c	0	0	0	0	2	2
Or8b9	2	0	0	0	0	0
Or8b8	0	0	0	0	0	0
Or8b4	0	0	0	0	0	0
Or8b35	0	0	0	0	0	0
Or8b36	0	0	0	0	0	0
Or8b37	0	0	0	0	0	0
Or8b38	0	0	0	0	0	0
Or8b39	0	0	0	0	0	0
Or8b101	0	0	0	0	0	0
Or8b40	0	0	0	0	0	0
Or8b41	0	0	0	0	0	0
Or8c13	0	0	0	0	0	0
Or8c15	0	0	0	0	0	0
Or8c16	0	0	0	0	0	0
Or8c8	0	0	0	0	0	0
Or8c17	0	0	0	0	0	0
Or8c9	0	0	0	0	0	0
Or8c20	0	0	0	0	0	0
Or8c10	0	0	0	0	0	0
Or8c11	0	0	0	0	0	0
Or8b3	0	0	0	0	0	0
Or8b42	0	0	0	0	0	0
Or8b43	0	0	0	0	0	0
Or8b1b	0	0	0	0	0	0
Or8b1c	0	0	0	0	0	0
Or8b1	0	0	0	0	0	0
Or8b44	0	0	0	0	0	0
Olfr908	0	0	0	0	0	0
Or8b47	0	0	0	0	0	0
Or8b46	0	0	0	0	0	0
Or8b48	0	0	0	0	0	0
Or8b49	0	0	0	0	0	0
Or8b50	0	0	0	0	0	0
Or8b1d	0	0	0	0	0	0
Or8b51	0	0	0	0	0	0
Or8b52	0	0	0	0	0	0
Or8b3b	0	0	0	0	0	0
Or8g51	0	0	0	2	0	0
Vwa5a	6106	8658	5916	7394	10987	11417
Or8b53	53	59	50	97	89	76
Or8b54	2	3	2	9	9	2
Or8b55	1	0	0	0	0	0
Or8b56	1	0	0	0	0	0
Or8d2	0	0	0	0	0	0
Or8d1	0	0	0	0	0	0
Or8d2b	0	0	0	0	0	0
Or8d23	0	0	0	0	0	0
Or8d1b	0	0	0	0	0	0
Or10d1c	0	0	0	0	0	0
Or8g21	0	0	0	0	0	0
Or8g17	0	0	0	0	0	0
Olfr936	0	0	0	0	0	0
Or8g23	0	0	0	0	0	0
Or8g24	0	0	0	0	0	0
Or8g19	0	0	0	0	0	0
Or8g26	0	0	0	0	0	0
Or8g27	0	0	0	0	0	0
Or8g18	0	0	0	0	0	0
Or8g28	0	0	0	0	0	0
Or8g29-ps1	0	0	0	0	0	0
Or8g30	0	0	0	0	0	0
Or8g32	0	0	0	0	0	0
Or8g33	0	0	0	0	0	0
Or8g34	0	0	0	0	0	0
Or8g35	0	0	0	0	0	0
Or8g20	0	0	0	0	0	0
Or8g36	0	0	0	0	0	0
Or10d3	0	0	0	0	0	0
Or10d1	0	0	0	1	0	0
AW551984	723	777	561	3608	4715	5061
Or10n1	0	0	0	2	2	0
Or10d4b	0	0	4	2	0	1
Or10d4c	0	0	0	0	0	0
Or10d4	0	0	0	0	0	0
Or10d1b	0	0	0	0	0	0
Or8g52	0	0	0	0	0	0
Or8g50	0	0	0	0	0	0
Or8g4	0	0	0	0	0	0
Or8g53	0	0	0	0	0	0
Or8g54	0	0	0	0	0	0
Or8g37	0	0	0	0	0	0
Or8g2b	0	0	0	0	0	0
Or8g55	0	0	0	0	0	0
Or8g2	0	0	0	0	0	0
Or8d6	0	0	0	0	0	0
Or10d5	0	0	0	0	0	0
Or10d5j	0	0	0	0	0	0
Or10g7	0	0	0	0	0	0
Or10g9	0	0	0	0	0	0
Or10g9b	0	0	0	0	0	0
Or10g6	0	0	0	0	0	0
1700001J11Rik	0	1	0	0	0	0
Or10s1	0	0	0	0	0	0
Or8b57	0	0	0	0	0	0
Or4d5	0	0	0	0	0	0
Or8d4	0	0	0	0	0	0
Tmem225	0	0	0	2	1	0
Or6x1	0	0	0	0	0	0
Zfp202	388	531	384	412	613	544
Scn3b	326	363	372	2552	3227	3759
Gramd1b	3183	3949	2917	1948	2892	2525
1700110K17Rik	19	15	11	20	17	23
Gm17540	3	4	0	0	0	0
Clmp	945	2828	963	130	170	141
NA	0	0	0	0	0	0
Hspa8	40579	45795	41860	72386	80467	121297
Snord14c	5	12	9	3	8	5
Snord14d	6	5	7	7	18	3
Snord14e	16	44	17	13	39	26
Bsx	0	0	0	2	4	4
Jhy	309	352	432	3249	4532	5465
Crtam	63	107	56	6	15	8
Ubash3b	499	507	453	643	925	895
1700063D05Rik	4	0	0	2	5	3
Mir100hg	68	94	56	108	126	64
NA	172	245	156	193	171	128
Mir100	0	0	6	8	14	2
Mirlet7a-2	0	1	1	2	0	0
NA	1506	2453	1697	1514	1651	757
Mir125b-1	1	0	0	3	0	0
Sorl1	7156	8213	6592	17361	24751	26592
4930546K05Rik	2	6	0	5	4	0
Sc5d	983	1253	913	1096	1451	1545
Gm10690	10	6	12	4	5	6
Tecta	6	8	2	4	6	6
Tbcel	2739	4241	2725	7066	10657	11651
Grik4	230	258	233	2011	2883	3119
Arhgef12	15782	21422	13659	17109	26499	27879
Tlcd5	268	646	268	164	325	215
Pou2f3	38	36	31	27	35	31
NA	0	0	0	0	0	0
Oaf	218	350	157	27	36	54
D630033O11Rik	6	12	6	2	0	0
Trim29	9	6	7	0	6	2
Nectin1	508	1114	396	507	558	658
Gm3898	0	0	0	0	0	0
Gm10688	0	4	1	0	0	0
Thy1	1892	5799	1713	152	190	213
Usp2	2480	4815	2379	8142	10740	12743
C1qtnf5	0	0	0	0	0	0
Mfrp	0	0	0	0	0	0
Rnf26	583	1093	672	622	934	911
Gm10687	187	529	220	146	209	223
Mcam	5586	19029	6183	922	1520	1581
Cbl	1527	2200	1501	1248	1827	1847
Ccdc153	3635	3809	4560	41044	54653	63527
Nherf4	40	55	27	70	99	100
Nlrx1	930	1476	948	1253	1665	1764
Abcg4	117	343	172	32	49	29
Hinfp	609	848	639	450	717	710
C2cd2l	2509	3374	2545	1970	3068	3430
Dpagt1	1944	2493	1882	1574	2015	2277
H2ax	3827	4555	4174	3752	5299	5444
Hmbs	6653	6892	6029	1795	2128	2391
Vps11	3540	4958	3222	3882	5849	6152
Gm10080	1594	3411	1644	689	1034	1011
Hyou1	16817	18114	16977	12733	17633	23230
Slc37a4	922	1075	884	821	1127	1072
Trappc4	1587	2038	1592	1530	2060	2233
Rps25	17290	16593	16088	14762	17913	20654
Cenatac	341	533	464	334	385	444
Foxr1	0	2	4	0	0	2
Upk2	12	8	6	0	3	0
Gm10023	290	453	280	214	270	253
Bcl9l	7959	12842	9778	10064	15470	16860
Cxcr5	102	143	102	112	132	103
Ddx6	21858	30584	21408	25221	37845	38712
Treh	2	2	0	1	0	0
Phldb1	2713	4243	2687	2208	3157	3370
NA	63	70	45	62	77	83
Arcn1	9180	11894	8660	7855	11636	12617
Ift46	2226	3357	2237	7293	9274	9934
Tmem25	76	149	100	86	95	119
Ttc36	17	25	7	31	63	47
Kmt2a	8614	10535	7958	11456	13806	13342
Atp5l	3041	3372	3353	2255	3091	3551
Ube4a	4724	6006	4389	5298	6848	7233
Cd3g	36	45	34	28	26	14
Cd3d	22	37	20	4	4	6
Cd3e	28	49	13	10	4	25
Mpzl2	744	747	638	624	768	626
Mpzl3	324	538	387	134	260	308
Jaml	73	101	65	11	24	25
Gm10684	0	0	3	2	0	0
Scn2b	344	850	302	30	61	60
Scn4b	55	127	49	20	14	30
Tmprss4	1106	1402	1037	1280	1476	1743
NA	2	0	6	1	2	0
Smim35	2	5	6	0	4	0
Il10ra	385	697	462	111	149	148
Lncbate3	0	0	0	0	0	1
Tmprss13	159	314	193	394	486	520
Fxyd6	2378	4936	2328	750	1042	985
Fxyd2	33	32	33	54	50	28
4833428L15Rik	48	84	69	1166	1051	780
Dscaml1	143	145	150	713	1117	1162
Cep164	1651	2630	1935	7208	9308	10542
NA	252	341	275	555	683	812
Bace1	2783	4739	2454	3462	4575	4839
Rnf214	1884	2553	1833	3192	4714	5284
Pcsk7	1951	2318	1678	1248	1750	1833
Tagln	27014	68970	28583	1983	2962	2995
Sidt2	6559	10430	6472	5082	6678	6907
NA	0	0	0	0	2	0
Pafah1b2	4946	6556	5007	5204	7861	8275
Sik3	3750	5665	3390	5613	8130	8494
Apoa1	0	4	0	1	8	0
Apoc3	2	0	10	0	0	3
NA	0	0	0	0	0	0
Apoa4	0	0	0	0	0	0
Apoa5	0	0	0	0	0	0
Zpr1	1386	2024	1413	1563	2037	2137
Bud13	600	991	592	1107	1483	1700
4931429L15Rik	0	10	12	2	1	7
2900052N01Rik	0	0	0	0	0	0
Gm4791	0	0	0	0	0	0
Cadm1	2615	3013	2646	9237	11806	12939
Gm10677	10	9	2	9	7	7
Nxpe2	144	204	149	24	23	14
Nxpe4	404	718	370	190	369	301
Gm5616	4	10	11	7	12	13
Gm8884	0	3	3	4	0	0
Rexo2	1584	2503	1624	1812	2369	2497
Rbm7	3252	4117	3079	3010	4036	4273
Gm5617	341	340	388	839	1378	1466
Nnmt	126	211	122	39	32	55
Zbtb16	2557	5385	2799	541	559	932
Htr3a	0	0	0	0	0	0
Htr3b	0	0	0	0	4	0
Usp28	660	940	581	1025	1269	1307
Zw10	1076	1546	1226	1179	1441	1707
Tmprss5	0	0	2	0	1	0
Gm4894	0	0	0	0	0	0
Drd2	0	0	0	3	0	0
Ankk1	23	19	17	355	321	242
Ttc12	1184	1540	1159	7399	10051	10075
Ncam1	5032	7458	4520	1854	3418	3427
Gm11149	9	5	8	1	1	0
Plet1os	64	47	68	54	53	28
Plet1	55703	64685	52605	42463	64512	68905
Pts	4849	4672	4605	4552	5533	6160
Bco2	221	226	159	318	435	371
Tex12	3	4	2	2	10	1
Il18	352	305	308	390	423	487
NA	0	1	1	3	0	0
Sdhd	9	6	5	5	5	11
Timm8b	1601	1509	1548	952	1362	1525
Nkapd1	1305	1728	1329	1715	2324	2400
Pih1d2	401	509	424	3397	4482	4879
Dlat	2017	3087	1988	2663	3652	3814
Dixdc1	1567	2053	1463	5481	6720	6638
2310030G06Rik	1314	1473	1428	1655	2144	2668
Hspb2	206	343	228	66	58	60
Cryab	2444	3808	2117	807	1353	1344
Cfap68	2125	2400	2173	6211	8680	9230
Fdxacb1	439	471	459	532	651	694
Alg9	1842	2149	1720	2083	2810	3041
Ppp2r1b	1805	3115	1647	2127	2960	2892
Sik2	888	1453	864	1602	2384	2762
Layn	194	291	213	1019	1186	1410
Hoatz	411	454	423	3970	4910	5488
Mir34c	2	1	0	10	8	10
Mir34b	0	0	0	5	0	0
Btg4	5	6	11	89	102	138
Pou2af1	53	54	35	0	2	0
NA	157	249	143	330	380	358
Pou2af2	3	3	4	20	24	18
Arhgap20	214	417	162	67	147	127
Arhgap20os	3	0	0	2	6	24
4933407I05Rik	0	0	0	0	0	0
Fdx1	948	1107	987	931	1140	1533
Gm6981	37	72	66	173	281	290
Rdx	24515	27000	21990	7931	11266	12323
Zc3h12c	1594	2379	1699	1098	1708	1888
NA	0	0	0	0	0	0
AI593442	4	25	5	52	28	43
Gm1715	1	0	2	15	19	9
Ddx10	863	1421	895	1272	1762	1741
4930510E17Rik	0	0	0	2	0	0
Exph5	457	684	381	882	1203	1142
Poglut3	1875	3852	1864	793	1099	1167
4930550C14Rik	99	162	139	445	558	530
Atm	1936	2218	1545	2697	3611	3129
Npat	1021	1567	971	1352	1661	1884
Acat1	3689	5960	3683	4916	6744	7141
Cul5	2374	3664	2436	2902	4129	4336
Rab39	32	37	39	34	45	30
Slc35f2	326	414	309	139	212	187
Sln	0	2	2	0	0	0
NA	0	0	0	0	0	0
Elmod1	603	742	734	6791	8882	10037
Tnfaip8l3	184	391	200	187	228	266
Cyp19a1	0	0	0	0	0	0
Gldnos	0	0	0	0	0	0
Gldn	2	2	2	2	19	7
Dmxl2	1582	1901	1465	1839	2415	2399
Sh2d7	48	32	28	48	78	77
Cib2	161	242	152	217	290	296
Idh3a	1836	2797	1748	5422	7593	8726
Acsbg1	22	22	10	4	6	4
NA	0	0	0	0	0	0
Dnaja4	3657	4149	4254	33336	41965	53455
Skic8	1516	1994	1395	1860	2540	2786
Crabp1	66	196	68	45	98	111
Ireb2	4575	5999	4346	4706	6098	6376
Hykk	321	623	306	166	246	234
AY074887	5	6	8	0	3	2
Psma4	2980	3556	2897	2822	3654	4241
Chrna5	0	4	2	0	0	1
Chrna3	0	2	0	4	12	11
Chrnb4	6	37	8	4	5	6
Ube2q2	3123	3589	2517	2688	3463	3631
Fbxo22	2264	2826	2098	2268	3344	3598
Nrg4	271	341	312	526	702	713
Tmem266	453	491	581	2276	2741	2918
Etfa	3651	4970	3587	6539	9533	10277
Isl2	0	0	0	2	15	3
Scaper	1545	2201	1508	2503	3790	3796
4930563M21Rik	13	2	2	9	14	6
Gm7444	3	0	2	18	10	6
Rcn2	3042	4600	3022	3979	5758	5644
Pstpip1	119	186	99	47	30	72
Tspan3	5137	7368	5050	9222	11812	13378
Peak1	7771	11831	7262	2042	2975	2940
Hmg20a	3114	4486	3136	3000	4236	4232
Lingo1	61	60	62	44	64	74
Odf3l1	4	17	6	0	0	0
Cspg4	440	935	411	17	19	41
Snx33	2694	4296	2774	2557	3673	3678
Imp3	2530	3262	2440	2131	2829	2836
Snupn	330	445	336	343	483	604
Ptpn9	2420	3917	2278	2346	3183	3380
Gm10658	23	21	15	31	48	63
Sin3a	4075	5768	3976	5590	7661	8691
2700012I20Rik	17	34	19	28	34	40
Man2c1os	24	37	25	33	23	67
Man2c1	3699	5103	3814	4854	6254	6337
Neil1	360	548	450	441	548	626
Commd4	1005	1243	1058	929	1113	1311
1700041C23Rik	0	0	0	0	0	0
Trcg1	8	2	3	7	13	13
1700017B05Rik	8157	11836	8140	5147	8799	9252
4930430J02Rik	5	5	10	10	17	9
Ppcdc	1410	1571	1478	2067	2340	2535
Scamp5	1433	2006	1559	896	1370	1262
Rpp25	236	236	198	80	102	149
Cox5a	2858	3239	2768	2679	3752	4139
Fam219b	2114	2756	1914	1756	2482	2668
Mpi	2800	3648	2791	1601	2183	2143
Scamp2	5946	7948	6191	7472	11285	11474
Ulk3	1189	1701	1354	1484	1627	1601
Cplx3	0	7	0	5	1	2
Lman1l	0	4	5	1	4	2
NA	0	0	0	0	0	0
Csk	2177	3060	2192	1631	2321	2840
Cyp1a2	1	0	0	0	0	0
Cyp1a1	3	8	2	0	4	0
Edc3	1200	1759	1108	1240	1860	1684
Clk3	2669	3946	2921	2206	2714	3114
Arid3b	249	353	314	150	147	131
Ubl7	1744	2580	1424	1836	2587	2630
Sema7a	371	1278	375	50	130	96
Cyp11a1	8	2	10	0	0	2
Ccdc33	1050	1202	1316	14247	17278	19132
Gm16130	23	26	24	317	272	271
Stra6	1423	1554	1208	1745	2078	2044
Islr	1855	5295	1584	400	664	496
Islr2	9	15	2	75	60	68
1600029O15Rik	2	2	0	4	7	7
Pml	2231	3333	2029	3146	4224	4731
Stoml1	1351	2019	1519	1752	2210	2556
Loxl1	1994	5024	2008	1419	2371	2695
Tbc1d21	12	8	5	6	2	6
1700072B07Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
Insyn1	200	584	264	308	382	438
Cd276	607	1161	779	971	1583	1501
Nptn	5928	10124	5720	6150	7951	8242
Rec114	20	27	38	38	40	29
Hcn4	178	163	146	523	796	1245
Neo1	6179	8368	5435	9206	13063	13705
Gm7589	18	17	12	11	23	8
Adpgk	1321	1834	1320	1163	1514	1667
Bbs4	1524	1786	1466	3260	4663	4650
Arih1	5785	7914	5753	6239	8456	9342
Rps11-ps1	235	240	149	177	210	224
Gm20199	4	12	5	25	21	2
Tmem202	52	41	50	62	86	87
Hexa	3845	5415	3779	2760	3896	3755
NA	0	0	0	0	0	1
Celf6	6	5	0	10	10	5
Parp6	898	1218	922	911	1162	1136
Pkm	19360	27855	20948	14793	22989	24768
4933407I18Rik	1	0	3	6	6	5
Gramd2a	926	919	1124	2754	3387	3614
Senp8	591	852	578	700	908	912
Myo9a	2590	3793	2428	2162	3019	2739
Gm20275	0	0	0	0	4	0
NA	7	1	1	1	7	3
Nr2e3	0	0	0	0	0	0
Gm7616	0	0	0	0	0	0
Thsd4	1512	2009	1207	1452	2116	2684
9230112J17Rik	13	26	32	76	69	58
Lrrc49	1049	1782	1146	3555	5191	5104
B930082K07Rik	68	64	60	134	217	214
Larp6	102	266	146	173	266	257
1700036A12Rik	0	0	0	0	0	0
Uaca	1270	1888	1117	2152	3165	3701
Gm5122	38	24	24	28	32	31
4933433G08Rik	0	0	0	0	0	0
I730028E13Rik	0	0	0	0	0	0
B930092H01Rik	18	52	46	0	0	0
Gm10655	2	4	0	0	0	6
Tle3	4977	7174	5324	7641	10719	12590
Rplp1	27454	35342	30126	24362	32040	37693
Kif23	112	199	160	69	75	80
Paqr5	1150	1270	1053	394	660	561
Glce	3369	3752	3445	1241	1616	1812
NA	0	0	9	0	0	0
Mir5133	99	87	91	43	24	46
A730043L09Rik	17	28	27	1	0	0
Spesp1	0	0	0	1	3	0
NA	0	0	0	0	0	0
Anp32a	4423	5948	4607	4911	7155	7657
NA	336	563	386	624	888	905
Coro2b	362	622	431	570	1024	1073
Itga11	78	165	75	728	680	603
Fem1b	3441	5079	3496	8644	12094	12986
Cln6	1805	2599	1595	4556	5603	5673
Gm10653	22	43	16	51	69	40
Calml4	962	1112	1025	3282	4649	5129
Pias1	2139	3283	1965	2752	3636	4051
Skor1	2	3	2	2	1	2
Map2k5	1223	1515	1268	1360	1891	2017
2300009A05Rik	438	772	458	513	836	883
Iqch	105	107	120	1025	1402	1619
Aagab	2617	3166	2816	3308	4699	5224
Smad3	3800	5609	3470	3372	4818	5263
Smad6	798	1437	1135	793	1385	1521
1700055C04Rik	0	0	0	0	0	0
1110036E04Rik	0	2	0	12	26	21
Scarletltr	5	0	1	2	1	1
Lctl	3	0	0	0	2	1
Zwilch	183	235	184	238	245	260
Rpl4	46894	64534	45484	41115	56376	61265
NA	5	2	3	1	2	1
Snord16a	17	18	8	4	5	8
Snapc5	818	956	809	745	1058	1155
Map2k1	2674	4077	2490	2487	3771	3980
Uchl4	25	17	28	19	28	39
Tipin	444	541	494	592	839	912
Dis3l	1914	2352	1885	1879	2754	2976
Megf11	39	50	21	68	76	66
Rab11a	3828	5186	4029	4214	5856	6214
Dennd4a	715	1340	719	1336	1906	1998
Slc24a1	6	0	3	2	0	1
Ints14	1331	1935	1382	1761	2440	2661
Hacd3	16394	17724	14759	5959	9072	9127
Dpp8	8319	11963	8373	6082	8702	10095
Igdcc4	869	2019	837	287	380	334
Igdcc3	79	145	60	33	66	38
Rnu5g	0	2	0	1	0	0
Parp16	358	698	346	245	376	377
Cilp	368	1428	477	246	373	377
Clpx	1798	2443	1809	2741	3596	4086
Pdcd7	785	1184	816	971	1516	1539
Ubap1l	6	7	9	10	8	8
Kbtbd13	17	11	8	0	2	0
Rasl12	219	525	244	33	33	45
Slc51b	0	0	3	0	0	0
Mtfmt	509	686	642	546	698	792
Spg21	2717	3392	2428	3270	4832	4745
NA	0	0	0	0	0	0
Gm17749	0	0	0	0	0	0
Plekho2	1536	2996	1523	329	554	586
Pif1	18	22	29	11	10	17
Gm10144	0	0	0	2	0	0
Rbpms2	473	1476	662	195	339	299
Oaz2	4879	7701	4860	6548	9216	9598
Zfp609	3528	5173	3410	3926	5858	5890
Trip4	1898	2764	2172	2828	4098	4146
Pclaf	106	163	149	109	92	153
Csnk1g1	1722	2714	1865	2372	3378	3196
Ppib	5493	6548	5911	3923	5323	6483
Snx22	164	223	183	112	118	67
Snx1	6192	8228	5806	3606	5063	5381
Ciao2a	1859	2011	1868	1559	2030	2039
Dapk2	99	139	93	248	304	333
Herc1	13889	14772	13381	8259	11201	10566
Fbxl22	731	2324	793	98	120	168
Usp3	1387	2217	1228	1233	1602	1743
Car12	1125	1082	1172	975	1532	1527
Aph1b	838	1124	819	2537	3113	4011
Gm10647	67	114	87	310	422	420
Aph1c	287	495	289	279	350	327
Rab8b	1565	2426	1383	919	1124	1168
Gm19279	0	0	0	5	0	0
Rps27l	2310	2263	2343	2432	3058	3450
Lactb	420	597	368	230	306	291
Tpm1	19846	48623	22332	12204	15237	16581
Gm19299	0	0	4	53	49	15
Tln2	1324	2796	1330	592	930	1210
Mir190a	2	0	0	0	0	0
NA	1	1	0	17	18	6
C2cd4b	0	0	0	0	0	0
C2cd4a	417	611	446	268	547	398
Vps13c	9029	10535	7674	7462	10664	10452
Gm20745	8	14	8	14	25	31
4930502A04Rik	1	7	4	9	7	13
Rora	155	297	191	244	317	371
NA	11	20	29	53	49	50
9530091C08Rik	22	10	5	93	84	35
Gm19304	3	2	0	22	10	2
Ice2	843	1251	894	1451	1707	1618
Anxa2	16599	22875	16923	33473	48510	50812
Mir3109	1	2	2	3	1	4
Gm16144	34	88	42	97	126	96
Foxb1	0	0	0	0	0	0
B230323A14Rik	0	0	0	0	0	0
Bnip2	4452	6163	4473	3113	4861	5335
Gtf2a2	2226	2230	2156	1523	1936	2049
Gcnt3	22031	22727	20935	1507	2038	1895
Fam81a	558	815	687	2984	4525	5148
Myo1e	3064	4602	3256	5436	8338	9124
Ccnb2	48	141	102	67	56	90
Rnf111	3818	5274	3878	3211	4177	4890
Sltm	2851	3825	2952	3117	4057	3895
Mindy2	3969	5391	3775	1692	2728	2525
Adam10	5832	8055	5203	2758	4091	4018
NA	0	0	0	0	1	0
Lipc	33	58	35	6	13	10
Aqp9	10	4	4	10	6	6
Aldh1a2	1755	1784	1543	395	616	936
Polr2m	8967	12340	9733	5935	9142	10742
Myzap	391	559	504	16	18	34
Cgnl1	7376	10636	6626	4335	5855	6669
Tcf12	6761	9501	5958	5408	8204	8275
Uba52-ps	63	39	37	33	49	65
Zfp280d	1906	2408	1906	2472	2804	2890
BC065403	2	6	0	0	0	0
Mns1	641	844	780	6862	9453	11487
Tex9	1015	1382	1181	7318	9937	11005
4930509E16Rik	12	2	4	46	54	72
Rfx7	2595	3668	2462	4134	5584	5938
Nedd4	37956	68317	33046	37845	55366	58061
NA	11	7	10	27	30	4
NA	0	0	0	0	0	0
Prtg	98	230	93	175	185	172
Pygo1	232	474	276	580	838	999
Dnaaf4	290	333	272	2299	3388	3512
Pierce2	767	937	847	4049	5372	5938
Ccpg1	6638	9639	6339	11055	15414	16370
Pigb	387	543	397	812	990	1119
Pigbos1	410	554	458	580	773	833
Rab27a	1420	1699	1420	1032	1320	1358
Khdc3	0	10	7	0	8	0
Rsl24d1	1309	1769	1380	1814	2623	2482
Gm5745	0	1	0	0	0	1
Unc13c	71	87	68	85	139	111
Wdr72	232	404	232	29	28	54
Gm16551	0	0	0	0	0	0
Onecut1	1	0	0	0	2	0
Atosa	2526	4583	2587	2778	3002	3275
Arpp19	2990	4156	2855	2721	3930	4133
Myo5a	1427	2210	1336	2283	3300	3355
Myo5c	2694	3508	2809	7996	9771	10588
NA	31	41	14	29	44	34
Gnb5	882	1229	712	873	1110	1079
Bcl2l10	0	1	0	3	1	2
Mapk6	1897	2866	2095	3156	4645	5451
4933433G15Rik	33	49	19	83	77	51
Leo1	863	1291	994	1004	1688	1883
Gm7972	7	7	7	22	11	7
Tmod3	4011	5514	3897	2516	3496	3884
Tmod2	2524	2950	2387	136	143	165
Lysmd2	631	1157	659	128	132	136
Scg3	12	61	21	8	14	13
Bmp5	28	60	35	2	0	2
Hmgcll1	854	1020	763	1004	1507	1514
Gfral	0	0	0	0	0	0
Hcrtr2	3	4	2	0	0	4
Fam83b	103	169	125	388	514	513
Tinag	6	2	2	0	0	0
Gm19541	0	0	0	0	0	0
Mlip	163	303	221	23	31	34
5730403I07Rik	0	0	0	0	2	0
Lrrc1	2669	3650	2433	2306	3278	3485
Gm19569	58	68	31	54	88	69
Klhl31	68	102	83	64	43	86
Gclc	6630	9278	7835	10326	13734	16660
Elovl5	16681	22371	18360	14263	20675	23245
Gcm1	0	0	0	0	0	0
Fbxo9	2422	3059	2388	2035	2684	2760
Cilk1	1757	3226	1725	1627	2224	2233
Rn7sk	336	302	357	492	546	542
C920006O11Rik	364	482	375	499	495	464
Gsta4	5967	6523	5153	8452	10609	11055
Gsta1	0	1	0	0	0	0
Gm3776	0	2	0	0	0	0
Gsta5	0	0	0	0	0	0
Omt2a	0	0	0	0	0	0
Omt2b	0	0	0	0	0	0
Gsta2	133	161	149	0	4	4
