GeneID	Bulk RNA-seq IU_0.5preg_n1	Bulk RNA-seq IU_0.5preg_n2	Bulk RNA-seq IU_0.5preg_n3	Bulk RNA-seq IA_0.5preg_n1	Bulk RNA-seq IA_0.5preg_n2	Bulk RNA-seq IA_0.5preg_n3
Hdgfl3	1475	1725	1454	985	1337	1359
Bnc1	550	584	554	150	183	143
Gm20744	22	24	14	7	7	4
Sh3gl3	126	124	93	19	25	15
Adamtsl3	125	72	73	41	108	44
Saxo2	210	468	182	3476	5378	4004
Efl1	623	682	547	675	779	710
4933406J10Rik	1	3	1	1	3	0
1700010L04Rik	1	1	1	1	11	7
Mex3b	743	862	714	279	324	277
4933430H16Rik	0	0	0	0	0	0
A530021J07Rik	0	1	0	0	0	0
Gm10610	0	0	1	0	0	0
Tmc3	21	58	27	130	250	133
Stard5	1869	2042	1547	2098	2541	2408
Il16	593	586	518	183	230	188
NA	28	29	26	32	33	34
Gm7964	1017	1022	852	1075	1192	1223
Cfap161	153	255	170	1405	2195	1528
3110009M11Rik	1	0	0	0	0	0
Tlnrd1	2801	2608	2615	1880	1504	1740
Mesd	2773	2827	2571	2600	2252	2406
Cemip	734	1339	650	57	213	79
Abhd17c	848	716	773	847	1220	1118
Arnt2	2486	3200	2903	945	963	909
Ctxnd1	9	8	3	0	1	0
Fah	441	523	429	245	325	226
Zfand6	2914	2849	2337	1855	2470	2164
2610206C17Rik	64	103	82	53	84	70
Gm6155	0	8	4	3	6	4
Or5ae2	0	0	0	0	0	0
Or5ae1	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0
Vmn2r70	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0
Vmn2r72	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0
Vmn2r76	0	0	0	0	0	0
Or14c46	0	0	0	0	0	0
Or13g1	0	0	0	0	0	0
Or6f1	0	0	0	0	0	0
Or14a260	0	0	0	0	0	0
Or14a259	0	0	0	0	0	0
Or14a258	0	0	0	0	0	0
Or6aa1	0	0	0	0	0	0
Or14c44	0	0	0	0	0	0
Or14c43	0	0	0	0	0	0
Or14a257	0	0	0	0	0	0
Or14c45	0	0	0	0	0	0
Or14c41	0	0	0	0	0	0
Or14a256	0	0	0	0	0	0
Or14c40	0	0	0	0	0	0
Or14c39	0	0	0	0	0	0
Folh1	93	75	76	66	56	53
Vmn2r77	0	0	0	0	0	0
Vmn2r78	0	0	0	0	0	0
Vmn2r79	0	0	0	0	0	0
Nox4	75	85	61	12	29	22
Tyr	0	0	0	0	0	1
Grm5	0	0	0	0	1	0
Ctsc	2700	3163	2330	3775	3665	3462
Rab38	92	94	61	160	195	164
Tmem135	1142	1248	979	1269	1711	1673
Fzd4	641	702	601	240	337	284
AI314278	0	0	3	0	0	0
Prss23	2402	3375	3146	837	792	770
Me3	205	245	272	30	42	24
Ccdc81	70	155	94	673	1398	953
Hikeshi	341	376	334	393	506	513
Eed	714	827	581	704	894	830
E230029C05Rik	5	12	2	2	8	1
2310010J17Rik	128	145	147	122	244	158
Picalm	3164	3104	2480	2320	2619	2781
NA	1	0	0	0	0	0
Ccdc83	4	6	2	7	1	3
Sytl2	1036	1368	662	90	177	98
Ccdc89	55	66	48	338	372	326
Crebzf	2104	2423	2106	1118	1853	1557
Tmem126a	307	370	325	367	379	439
Tmem126b	311	292	218	259	328	310
NA	1	1	0	1	3	0
Dlg2	110	108	95	27	21	17
Ccdc90b	646	747	616	587	843	668
Ankrd42	469	674	415	2470	3517	2729
Pcf11	1523	1606	1408	1249	1760	1516
4632427E13Rik	26	37	28	23	38	31
Rab30	126	144	111	114	176	180
Ddias	35	47	42	55	87	61
Prcp	1107	1186	1094	709	1239	1265
NA	4	0	1	3	8	1
Fam181b	248	453	300	708	920	983
Gm15501	148	155	183	83	93	107
Gm9966	0	0	0	0	0	0
Tenm4	3279	4169	3232	3161	3960	2942
Mir708	3	1	1	1	3	0
Gm15412	0	3	0	2	0	0
Gm15413	6	6	8	1	1	3
Nars2	252	259	208	363	321	358
Gab2	1383	1600	960	695	1020	754
Usp35	874	1205	948	867	1392	1397
Kctd21	579	506	479	495	710	648
Alg8	459	540	446	657	560	804
Ndufc2	2191	3105	2483	3394	4218	4781
Thrsp	2510	3827	3268	2194	1511	2215
Kctd14	3447	4470	3768	11976	20977	17249
Ints4	1661	1852	1461	1877	2340	2240
Aamdc	288	346	317	246	410	349
Rsf1	2056	2176	1690	2075	3159	2488
Clns1a	878	921	798	1071	1192	1222
Gm9990	1	7	2	0	4	1
Aqp11	83	115	95	65	219	149
Pak1	996	971	878	549	533	591
Gdpd4	0	0	1	0	0	0
Myo7a	524	616	541	503	864	709
Capn5	4104	2845	2619	1104	1257	1301
Omp	43	31	25	4	9	9
Gm16938	61	78	59	41	105	61
B3gnt6	16	11	12	0	1	1
Acer3	1006	898	914	537	439	555
Tsku	289	341	240	1491	1836	1565
Gucy2d	3	0	2	0	0	1
Lrrc32	770	727	529	189	274	265
A630091E08Rik	0	0	0	0	0	0
Emsy	815	929	721	745	974	930
Thap12	1843	2179	1727	2182	2257	2472
NA	1	0	0	0	1	0
Wnt11	1843	2392	2310	1614	2388	2097
Uvrag	1535	1907	1702	1073	1349	1408
Dgat2	6833	5357	5723	783	365	814
Mogat2	294	166	206	16	11	9
Map6	580	521	416	128	96	100
Serpinh1	8455	9691	6813	4204	5280	4591
NA	0	0	0	0	0	0
Gdpd5	1115	1148	872	438	494	407
Klhl35	17	26	14	7	21	14
Rps3	18241	19934	19302	11048	14661	14283
Snord15b	5	6	6	2	4	1
Snord15a	2	1	2	0	2	0
Arrb1	4546	4674	4030	4457	6353	5615
Mir326	0	1	0	0	0	0
Tpbgl	357	390	350	111	94	75
Slco2b1	943	1015	853	485	878	710
Or2at4	0	0	0	0	2	0
Or2at1	0	0	0	0	1	0
F730035P03Rik	0	0	0	0	1	1
Neu3	301	256	241	326	629	435
Spcs2	5811	6324	5846	7226	6768	7788
Xrra1	39	51	23	252	367	230
Rnf169	1144	1116	989	939	1352	1046
Chrdl2	302	427	263	880	476	756
Pold3	1551	1840	1525	1824	2148	2042
Lipt2	508	885	655	489	443	579
Kcne3	5397	8814	7730	2187	2199	3464
Pgm2l1	9286	13408	9755	13639	21200	21254
Gpx2-ps1	15	37	10	21	62	44
P4ha3	39	40	25	16	36	21
Ppme1	2021	1849	1769	2073	1884	1996
C2cd3	2413	2925	2277	3975	5681	4279
Ucp3	4	4	2	1	0	5
Ucp2	13162	15901	13844	16930	22492	20216
Dnajb13	195	256	188	1158	1770	1333
Coa4	182	134	138	142	132	127
D630004N19Rik	28	56	28	49	58	39
Mrpl48	637	821	700	750	968	1024
Rab6a	4243	4262	3675	5028	4778	5336
Plekhb1	1645	1630	1500	1802	2071	1976
Fam168a	2329	2394	1945	3075	4600	3555
Relt	66	79	56	56	39	36
Arhgef17	4674	5279	3684	4809	6915	5959
Mir3102	0	0	0	0	0	0
P2ry6	312	241	248	99	150	155
P2ry2	102	41	51	75	52	41
Fchsd2	1018	854	622	764	1032	849
Atg16l2	427	509	440	131	159	155
Stard10	2069	2209	1941	2167	2405	2439
Arap1	3604	3395	2881	3734	6101	4486
Pde2a	551	618	490	150	314	228
Mir139	0	0	0	0	0	0
NA	14	8	2	11	6	1
Art2a	9	4	8	1	2	1
Art2b	2	4	5	0	0	0
Clpb	808	960	690	1048	1055	1095
Phox2a	2	1	0	4	1	0
Inppl1	4563	5586	4433	6920	10603	8647
Folr2	151	158	227	43	118	91
Folr1	477	440	414	258	237	193
Anapc15	160	171	154	142	163	167
Tomt	54	61	34	72	60	60
Lamtor1	1458	1649	1430	1346	1538	1431
Lrrc51	578	815	580	1703	3091	2384
Numa1	8445	9563	7779	7788	12957	9800
Il18bp	635	631	552	247	204	203
Rnf121	675	638	680	575	642	675
Trpc2	492	507	409	286	495	350
Art5	34	40	34	0	8	8
Art1	2	12	3	0	1	1
Chrna10	1	1	0	2	1	2
Nup98	1646	1527	1396	1920	2060	2047
Pgap2	862	793	722	612	787	571
Rhog	1337	1133	1029	628	746	754
Stim1	1880	1911	1406	1755	2504	1967
Rrm1	944	947	807	948	1764	1231
Or55b3	1	5	2	0	4	2
Or55b4	1	0	0	0	2	0
Or55b10	0	0	0	0	1	1
Gm8556	1	0	0	0	1	1
Or52b4	0	0	0	0	0	0
Or52b3	0	0	0	0	0	0
Trim21	710	769	495	355	433	436
Or51r1	0	0	0	0	0	0
Or52p2	0	0	0	0	0	0
Or52k2	0	0	0	0	0	0
Or52m2	0	0	0	0	0	0
Or52m1	0	0	0	0	0	0
Or51h1	0	0	0	0	0	0
Or52i2	0	0	0	0	2	0
Trim68	504	607	456	910	1450	1098
Or51d1	0	0	0	2	3	0
Or51e1	85	134	84	10	22	14
Or51a39	0	0	0	0	0	0
Or51a25	0	3	1	0	0	2
Or51e2	59	68	51	3	4	5
Or51f23b	0	0	0	0	0	0
Or51f5	0	0	0	0	0	0
Or51f23	0	0	0	0	0	0
Or51f1	0	0	0	0	0	0
Or51f2	0	0	0	0	0	0
Or52r1	0	0	0	0	0	0
Or51a8	0	0	0	0	0	0
Or51s1	0	0	0	0	0	0
Or51h5	0	0	0	0	0	0
Or51t4	0	0	0	0	0	0
Or51a6	0	0	0	0	0	0
Or51a7	0	0	0	0	0	0
Or51g2	0	0	0	0	0	0
Or51g1	0	0	0	0	0	0
Or52r1b	0	0	0	0	0	0
Or51f1d	0	0	0	0	0	0
Or52r1c	0	0	0	0	0	0
Or51f1e	0	0	0	0	0	0
Or51a5	0	0	0	0	0	0
Or52e2	0	0	0	0	0	0
Or52s1b	0	0	0	0	0	0
Or52j3	0	0	0	0	0	0
Or52s1	0	0	0	0	0	0
Or52e3	0	0	0	0	0	0
Usp17le-ps	0	0	0	0	0	0
Usp17ld	0	0	0	0	0	0
Or52e19	0	0	0	0	0	0
Or52ab2	0	0	0	0	0	0
Or52ab7	0	0	0	0	0	0
Or52ab4	0	0	0	0	0	0
Or52ad1	0	0	0	0	0	0
Or52s19	0	0	0	0	0	0
Or52e19b	0	0	0	0	0	0
Usp17lc	0	0	0	0	0	0
Or52s6	0	0	0	0	0	0
Or51l14	0	0	0	0	0	0
Or52d13	0	0	0	0	0	0
Or52ae7	0	0	0	0	0	0
Or51af1	0	0	0	0	0	0
Or51ag1	0	0	0	0	0	0
Or51aa5	0	0	0	0	0	0
Or51aa2	0	0	0	0	0	0
Or51ab3	0	0	0	0	0	0
Or51ah3	0	0	0	0	0	0
Or51ac3	0	0	0	0	1	0
Or52z12	0	0	0	0	0	0
Or52z13	0	0	0	0	0	0
Or52z14	0	0	0	0	0	0
Or51v14	0	0	0	0	0	0
Or52a33	0	0	0	0	0	0
Or51b6b	0	0	0	0	0	0
Or51v8	0	0	0	0	0	0
Or52a20	0	0	0	0	0	0
Or52a24	0	0	0	0	0	0
Or52ae9	0	0	0	0	0	0
Or51l4	0	0	0	0	0	0
Or52a5b	0	0	0	0	0	0
Or52a5	0	0	0	0	0	0
Or52z1	0	0	0	0	0	0
Hbb-b1	62	66	54	20	20	13
Hbb-bs	84	231	86	26	46	38
NA	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0
Or51b4	0	0	0	0	0	0
Dnajc19-ps	29	28	23	29	27	40
Or51b17	0	0	0	0	0	0
Or51b6	0	0	0	0	0	0
Or51m1	0	0	0	0	0	0
Or51ai2	0	0	0	0	0	0
Or51k2	0	0	0	0	0	0
Or51q1	0	0	0	0	0	0
Or51q1c	0	0	0	0	0	0
Or51k1	0	0	0	0	0	0
Or51i1	0	0	0	0	0	0
Or51i2	0	0	0	0	0	0
Or51a10	0	0	0	0	0	0
Or51a42	0	0	0	0	0	0
Or51a43	0	0	0	0	0	0
Or51a24	0	0	0	0	0	0
Or52d1	0	0	0	0	0	0
Ubqln5	0	0	0	0	0	0
Ubqln3	0	0	0	0	0	1
Ubqlnl	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0
Or52h1	0	0	0	0	0	0
Or52h2	0	0	0	0	0	0
Trim6	124	100	84	67	55	46
Trim34a	772	658	653	427	525	423
Trim5	128	173	119	83	148	103
Trim12a	848	871	620	329	379	297
Gm15133	42	29	14	5	20	9
Trim34b	13	19	18	4	10	3
Trim12c	1281	1299	957	701	882	669
Trim30b	32	32	21	6	6	6
Trim30c	9	7	15	4	3	1
Trim30a	1844	1403	1005	431	267	268
Trim30d	936	807	532	348	301	300
Trim30e-ps1	0	0	1	0	0	0
Or52h9	0	2	0	0	0	0
Or52h7	0	0	0	0	1	0
Or52d3	0	0	0	0	0	0
Or52u1	0	0	0	0	0	0
Or52ac1	0	0	0	0	0	0
Or52p1	0	0	0	0	0	0
Or56b1	0	0	0	0	0	0
Or52n4	4	2	1	0	0	0
Or52n20	0	0	0	0	0	0
Or56b2	0	0	0	0	0	0
Or56b2j	0	0	0	0	0	0
Usp17le	0	0	0	0	0	0
Gm4887	0	4	2	4	6	5
NA	0	1	0	1	1	1
Usp17lb	0	0	0	1	0	0
Usp17la	0	0	0	0	0	0
Or52n3	0	0	0	0	0	0
Or52n2	0	0	0	0	0	0
Or52n2b	0	0	0	0	0	0
Or52n2c	0	0	0	0	0	0
Or52n5	0	0	0	0	0	0
Or52e18	0	0	0	0	0	0
Or52e8	0	0	0	0	0	0
Or52e15	0	0	0	0	0	0
Or52e8b	0	0	0	0	0	0
Or52e7	0	0	0	0	0	0
Or52e4	0	0	0	0	0	0
Or52e5	0	0	0	0	0	0
Or56a3	0	0	0	0	0	0
Or56a3b	0	0	0	0	0	0
Or56a5	0	0	0	0	0	0
Or56a4	0	0	0	0	0	0
Or52l1	0	0	0	0	0	0
Or52x1	0	0	0	0	0	0
Or56b6	0	0	0	0	0	0
Or56b34	0	0	0	0	0	0
Or56b35	0	0	0	0	0	0
Or52b1	0	0	0	0	0	0
Or52b2	0	0	0	0	0	0
Or52w1	0	0	0	2	0	0
Fhip1b	1305	1425	1132	1212	1754	1398
Gm5901	0	0	0	0	0	0
Cnga4	3	11	0	67	88	77
Gm4972	16	32	19	28	31	23
Cckbr	32	79	36	692	1093	921
Cavin3	2030	2102	1432	547	867	726
Smpd1	924	1018	745	935	936	828
NA	1	0	0	0	0	0
Apbb1	617	656	495	844	1385	966
Hpx	17	24	19	9	15	12
Trim3	1011	1089	807	563	728	694
Arfip2	2269	2650	2263	2483	2273	2562
Timm10b	674	787	679	612	569	583
Rrp8	388	456	383	502	512	547
Ilk	4890	5538	3759	2982	3715	3522
Taf10	1252	1660	1391	1646	1912	2071
Tpp1	3269	3341	2641	2668	4009	3442
Dchs1	1970	1928	1397	265	644	530
Mrpl17	1650	1775	1492	1536	1526	1701
Gvin-ps1	11	9	2	4	2	0
Gm15645	0	0	0	0	0	0
Gvin2	84	43	30	5	12	9
Gvin-ps2	2	0	2	0	1	0
Gvin-ps3	0	0	0	0	0	0
Gvin1	56	34	26	3	9	3
Gvin-ps4	2	0	0	0	0	1
Gvin-ps5	0	0	0	0	0	0
Gvin-ps6	21	18	6	7	4	1
Gm8995	464	577	293	82	177	77
Gvin3	201	217	146	26	99	24
Or2ag12	0	0	0	0	0	0
Or2ag1b	0	0	0	0	0	0
Or2ag13	0	0	0	0	0	0
Or2ag15	0	0	0	0	0	0
Or2ag16	0	0	0	0	0	0
Or2ag17	0	0	0	0	0	0
Or2ag18	0	0	0	0	0	0
Or2ag2b	0	0	0	0	0	0
Or13n4	0	0	0	0	0	0
Or2ag19	0	0	0	0	0	1
Or2ag20	0	0	0	0	0	0
Or2ag1	0	0	0	0	0	0
Or2ag2	0	0	0	0	0	0
Or2d3	0	0	0	0	0	0
Or2d3b	0	0	0	0	0	0
Or2d4	0	0	0	0	0	0
Or6b9	0	0	0	0	0	0
Or6b6	0	0	0	0	0	0
Or6a2	0	0	0	0	0	0
Or10a5	0	0	0	0	0	0
Or10a2	0	0	0	0	0	0
Or10a4	0	0	0	0	0	0
Or2d2b	0	0	0	0	0	0
Or2d2	0	0	0	0	0	0
Or2d36	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0
Rbmxl2	0	0	0	0	0	0
Syt9	18	26	26	110	156	96
Olfml1	348	475	456	52	132	118
Ppfibp2	1774	2059	1730	1228	2011	1460
5330417H12Rik	0	0	0	1	1	0
Cyb5r2	111	136	88	3	16	7
Ovch2	0	0	0	0	0	0
Or5p5	0	0	0	0	0	0
Or5p50	0	0	0	0	0	0
Or5p51	0	0	0	0	0	0
Or5p5c-ps1	0	0	0	0	0	0
Or5p52	0	0	0	0	0	0
Or5p53	0	0	0	0	0	0
Or5p54	0	0	0	0	0	0
Or5p55	0	0	0	0	0	0
Or5p56	0	0	0	0	0	0
Or5p6	0	0	0	0	0	0
Or10ab4	0	0	0	0	0	0
Or5p57	0	0	0	0	0	0
Or5p4	0	0	0	0	0	0
Gm4199	5	12	12	8	9	10
Or5p58	0	0	0	0	0	0
Or5p59	0	0	0	0	0	0
Or5p60	0	0	0	0	0	0
Or5p61	0	0	0	0	0	0
Or5p62	0	0	0	0	0	0
Or5p63	0	0	0	0	0	0
Or5p64	0	0	0	0	0	0
Or5p66	0	0	0	0	0	0
Or5p1	0	0	0	0	0	0
Or5p67	0	0	0	0	0	0
Or5p68	0	0	0	0	0	0
Or5p69	0	0	0	0	0	0
Or5p70	0	0	0	0	0	0
Or5p72	0	0	0	0	0	0
Or5p73	0	0	0	0	0	0
Or5p76	0	0	0	0	0	0
Or52n4b	0	0	0	0	0	0
Or56b1b	0	0	0	0	0	0
Or5p78	0	0	0	0	0	0
Or5p79	0	0	0	0	0	0
Or5p80	0	0	0	0	0	0
Or10ab5	0	0	0	0	0	0
Or5p81	1	1	0	0	14	9
Or10a3m	0	0	0	0	7	1
Or5e1	0	0	0	1	0	0
Or10a48	0	0	0	0	0	0
Or10a3b	0	0	0	0	0	0
Or10a49	0	0	0	0	0	0
Or10a3	0	0	0	0	0	0
Or10a3n	0	0	0	0	0	0
Nlrp10	23	14	15	0	4	2
Eif3f	7649	7798	6966	4304	6097	5145
Tub	40	43	29	17	11	17
Ric3	96	103	79	415	513	415
Lmo1	47	50	40	29	30	32
Stk33	85	87	75	314	466	405
1700095J03Rik	18	8	14	37	69	36
Trim66	5	20	13	36	85	66
Rpl27a	10790	11648	10958	6074	8240	8415
Snora3	9	15	13	6	5	4
Dennd2b	2874	3148	2263	4077	6597	4956
Akip1	442	530	474	666	1008	778
BC051019	199	414	261	2262	3471	2528
Ascl3	1	4	5	12	11	13
Tmem9b	925	1171	1042	1280	1279	1442
Nrip3	21	25	31	16	29	14
Scube2	182	121	107	26	78	65
Dennd5a	3021	3334	2429	1142	1777	1424
Tmem41b	912	624	698	820	654	825
1600010M07Rik	7	4	9	5	4	2
Ipo7	2588	2691	2131	3159	3328	3687
Snora23	0	6	5	0	4	2
AA474408	28	54	29	24	64	42
Zfp143	451	450	330	361	457	364
Wee1	241	208	165	137	242	173
Swap70	2902	2769	2485	1193	1500	1353
Sbf2	2189	2322	1825	2291	2889	2517
Adm	1590	800	1243	54	84	50
Gm21123	1	0	0	1	1	2
Ampd3	1103	1031	726	296	444	282
Rnf141	703	776	651	1175	1174	1317
Lyve1	546	420	392	74	70	64
Irag1	4437	5308	3415	962	1976	1352
Gm16336	0	1	2	0	1	1
Ctr9	1980	2084	1585	1964	2212	2124
Eif4g2	29607	31429	24756	31336	32858	34666
Zbed5-ps	21	13	24	9	33	28
Galnt18	493	492	362	1966	2454	1921
Usp47	3666	3327	2728	2967	3756	3487
Dkk3	16907	27134	19596	22738	29083	27507
Mical2	3235	3883	2763	2798	4983	3700
NA	206	218	175	262	406	345
Parva	6258	7290	5116	5137	7075	6374
2310014F06Rik	31	64	42	16	44	25
Tead1	3829	4316	3129	3064	4910	3861
Rassf10	339	592	389	1324	1588	1440
4930543E12Rik	0	0	3	0	1	0
Bmal1	1013	1043	816	643	1076	826
Btbd10	528	543	463	791	918	829
Pth	0	0	0	0	0	0
Far1	4965	4077	3739	4691	3614	4258
Spon1	2979	1657	2064	506	848	758
Rras2	1007	1073	854	1230	1599	1294
Copb1	5022	4977	4127	5458	5300	5671
Psma1	1904	2137	1737	2075	2270	2289
4933406I18Rik	4	8	6	16	22	12
Pde3b	1125	1728	1167	2514	2854	3356
Cyp2r1	31	48	39	19	18	18
Calca	47	64	54	22	35	23
Calcb	42	57	61	28	35	26
Insc	206	172	109	48	99	58
Rps4l-ps	1	1	0	0	1	0
A730082K24Rik	0	0	0	0	1	1
Sox6	634	695	609	269	282	230
1700003G18Rik	0	2	0	0	4	1
1110004F10Rik	1782	2027	1589	1790	1913	2019
Plekha7	618	656	510	783	1095	794
Rps13	5389	5454	5162	3074	3982	3995
Snord14a	8	9	11	3	0	6
NA	25	20	22	32	62	45
Pik3c2a	3908	3223	3083	2568	2611	2747
Nucb2	3542	3580	3066	4225	4927	6010
Xylt1	83	152	69	159	260	186
Rps15a	6859	7515	7252	3598	4693	4750
Arl6ip1	4257	4260	3703	3720	4363	4075
Smg1	4894	5304	4087	5175	6974	5892
4930583K01Rik	4	0	4	1	2	0
Syt17	19	25	27	4	4	8
Itpripl2	1128	1166	886	292	388	396
Coq7	223	330	249	390	407	449
Tmc7	565	550	556	302	339	321
Tmc5	3773	4755	4359	3608	3925	3814
Gde1	4802	5487	4475	9432	11690	12341
Ccp110	666	1021	694	2342	3314	2562
Vps35l	1563	1558	1321	1197	1746	1453
Knop1	1777	1940	1533	2260	2864	2755
Iqck	128	185	94	468	729	540
Gprc5b	764	830	713	981	1939	1273
Gpr139	0	0	0	0	0	0
Gp2	0	0	0	1	0	0
Umod	1	3	2	9	1	5
Pdilt	3	1	0	0	0	1
Acsm5	0	2	4	0	3	0
Acsm2	1	3	0	0	3	1
Gm19950	0	0	0	0	0	0
Acsm1	0	0	0	0	0	0
Acsm4	1	0	0	1	0	0
Thumpd1	915	946	775	780	884	906
Ppp1ccb	413	416	401	315	476	413
Gm19963	0	0	0	0	0	0
Acsm3	11	10	5	3	21	6
Eri2	172	210	180	119	271	204
Rexo5	146	162	154	74	134	111
Dcun1d3	463	566	441	493	530	474
Lyrm1	89	102	57	70	129	108
Dnah3	1157	1889	926	9853	17577	11020
Ldaf1	877	954	686	846	1480	1056
Zp2	0	2	0	0	0	1
Anks4b	11	4	1	0	0	0
Crym	194	212	192	36	31	29
Abca14	4	5	12	0	4	3
Abca15	1	0	0	0	0	0
Abca16	0	1	1	0	0	0
E130201H02Rik	5	6	7	0	17	13
NA	1	0	0	0	0	1
Uqcrc2	3491	3830	3343	3577	3982	4225
Pdzd9	2	8	5	6	6	3
9030407P20Rik	63	105	62	66	111	87
Mosmo	776	855	650	533	675	621
Vwa3a	910	1459	942	5193	8754	6546
Gm5737	13	49	16	236	396	243
Eef2k	1536	1703	1243	4132	6173	4547
Polr3e	729	825	687	877	928	931
Cdr2	562	593	473	1424	824	1309
Mfsd13b	9	13	10	51	106	64
Gm9234	13	17	15	16	28	18
Mettl9	3220	3053	2798	3094	3323	3281
Igsf6	203	221	171	65	104	104
Otoa	5	7	7	4	4	8
Hs3st2	1	0	3	0	0	0
4933432K03Rik	0	1	0	0	0	0
Usp31	584	631	464	1008	1172	1124
Scnn1g	0	4	6	14	23	13
Scnn1b	107	61	46	75	107	92
Cog7	1341	1451	1229	1683	2068	1842
NA	0	1	0	0	10	5
Gga2	1102	1101	985	468	557	519
Ears2	259	333	278	400	418	451
Ubfd1	2190	1894	1942	2528	2223	2629
Ndufab1	822	946	770	1222	1374	1392
Palb2	73	58	58	35	98	80
Dctn5	1294	1317	1014	1156	1524	1368
Plk1	55	58	48	71	92	62
Ern2	0	0	0	0	1	0
Chp2	204	311	276	22	92	76
Prkcb	504	455	384	118	176	394
Cacng3	0	0	0	0	0	0
4930413G21Rik	286	448	462	233	489	431
Rbbp6	2259	2552	1977	2198	2933	2531
Tnrc6a	2460	3036	2210	2021	3120	2568
NA	0	0	0	0	0	0
Slc5a11	99	150	193	4	2	4
Arhgap17	2070	2332	1884	1488	1885	1769
Lcmt1	959	1001	799	963	1437	1104
Aqp8	558	212	327	57	53	91
Zkscan2	98	83	50	175	325	183
Hs3st4	11	7	17	6	6	0
Gm16496	0	2	0	3	9	4
3100003L05Rik	17	87	36	289	660	489
4933440M02Rik	1	2	0	0	0	0
4930571K23Rik	0	0	0	0	0	0
Kdm8	105	141	91	117	202	161
Nsmce1	602	732	612	765	994	846
Il4ra	5375	5652	4827	7032	5083	6126
Il21r	176	155	97	41	43	42
Gtf3c1	3219	3475	2800	3721	4488	4030
Katnip	1317	1613	1170	3097	4517	3475
Gsg1l	5	11	1	4	10	4
Xpo6	2365	2459	2014	2068	2481	2334
Sbk1	860	878	674	561	711	693
Lat	60	30	35	73	141	78
Spns1	1578	1894	1553	2102	2892	2539
Nfatc2ip	277	363	267	807	763	793
Cd19	24	2	5	3	2	3
Rabep2	1002	1265	1042	940	1260	1066
Atp2a1	31	52	35	11	50	11
Sh2b1	2250	2344	2070	1964	2532	2154
NA	154	186	159	105	168	120
Tufm	1306	1276	1177	1482	1640	1537
Atxn2l	5217	5557	4580	3750	5058	4147
Eif3c	6636	6517	5481	7377	8458	8051
Cln3	842	857	792	519	833	622
Apobr	281	128	108	47	66	31
Il27	7	8	7	0	2	0
Nupr1	793	1055	772	1820	1739	1509
Gm20367	11	22	5	8	35	21
Sgf29	182	220	188	273	279	247
Sult1a1	350	288	258	42	97	61
Slx1b	336	379	354	215	290	238
Bola2	206	293	256	162	225	267
Coro1a	997	661	688	295	244	396
Mapk3	6665	6528	5452	5301	7986	6644
Gdpd3	65	81	57	14	46	38
Ypel3	3638	3813	3092	1048	2566	1568
Tbx6	58	58	53	13	15	11
Ppp4c	1907	1964	1788	1770	1941	1781
Aldoa	43919	35352	34872	22367	22333	24815
NA	20	26	14	45	82	66
Tlcd3b	5	29	10	9	13	8
4930451I11Rik	0	0	0	0	0	0
Doc2a	166	167	148	152	170	186
Ino80e	514	533	456	523	600	615
Hirip3	257	313	257	777	904	766
Taok2	3173	3686	2977	3329	4800	3896
Tmem219	612	697	601	584	756	634
Kctd13	427	487	357	514	592	508
Asphd1	1	1	2	6	7	5
Sez6l2	39	41	29	63	133	112
Cdiptos	90	128	91	342	676	488
Cdipt	2222	2412	1941	2492	2228	2532
Mvp	4739	4445	3886	4281	3924	3834
Pagr1a	445	539	425	464	649	602
NA	36	19	23	4	7	13
Prrt2	336	444	394	76	242	141
Maz	3030	3489	2801	3466	5129	4186
Kif22	69	83	73	90	221	144
Zg16	3	9	3	205	249	190
AI467606	384	443	356	881	1268	1092
Gm19288	9	14	7	5	10	9
Qprt	26	26	49	20	44	25
Spn	179	132	123	116	138	138
Cd2bp2	1780	2001	1651	1979	2334	2280
Tbc1d10b	1654	1608	1371	1096	1186	1322
Mylpf	11	24	27	15	17	30
Septin1	131	98	80	32	71	37
Gm4532	40	45	50	15	34	15
Zfp553	935	985	801	829	867	917
Zfp771	719	840	749	540	655	566
Dctpp1	123	136	98	123	190	157
Sephs2	690	688	596	669	638	731
Gm17511	1	0	1	0	0	1
Itgal	311	248	149	404	587	505
Zfp768	616	611	544	697	1028	801
Zfp747	319	289	228	228	262	247
9130019O22Rik	132	149	111	126	157	107
E430018J23Rik	170	189	143	142	165	168
Zfp764	258	253	258	160	247	169
Zfp688	263	330	313	250	377	348
Zfp689	117	131	129	127	153	122
B130055M24Rik	111	146	104	88	182	140
Prr14	1712	1716	1570	1470	1701	1579
