GeneID	Bulk RNA-seq IU_1.5preg_n1	Bulk RNA-seq IU_1.5preg_n2	Bulk RNA-seq IU_1.5preg_n3	Bulk RNA-seq IA_1.5preg_n1	Bulk RNA-seq IA_1.5preg_n2	Bulk RNA-seq IA_1.5preg_n3
Mir3098	18	5	17	19	6	11
Vamp1	938	728	641	599	279	434
Tapbpl	1415	1183	974	1031	627	1013
E130112N10Rik	60	54	24	80	55	46
Cd27	89	52	24	52	31	30
4930417O13Rik	0	0	0	0	1	2
Tuba3a	2	0	1	7	2	2
Ltbr	5763	4970	4311	3386	2611	3837
Scnn1a	1146	1069	952	3702	2924	4323
Tnfrsf1a	8015	6631	6244	5413	3622	5409
Plekhg6	1011	849	777	380	277	362
Cd9	34740	32196	31491	16344	10773	15669
Vwf	5914	3891	2944	2046	921	1660
Ano2	684	5517	1998	0	30	21
Ntf3	247	166	204	100	70	116
Gm10415	153	115	107	829	755	709
Kcna5	152	126	65	12	10	8
Kcna1	152	75	81	4	8	15
Kcna6	128	88	119	17	2	19
NA	0	0	0	0	0	0
Ndufa9	3174	2539	2483	2484	2062	2986
Akap3	11	2	3	12	6	9
Dyrk4	17	13	16	95	66	119
Rad51ap1	49	35	63	55	27	40
D6Wsu163e	799	698	633	775	607	890
Fgf6	0	0	0	0	0	0
Fgf23	0	0	0	0	0	0
Tigar	827	587	474	395	291	385
NA	746	585	431	215	161	153
Ccnd2	11535	8457	7251	3942	2081	2275
9330179D12Rik	53	21	19	25	20	12
Parp11	1013	899	749	713	553	763
Cracr2a	47	40	38	16	3	12
Prmt8	0	0	0	0	0	0
4921513H07Rik	0	0	0	0	0	0
Tspan11	551	292	250	584	105	138
Tspan9	13801	8017	7890	7216	4437	7137
9330102E08Rik	65	31	44	67	38	47
Tead4	212	144	157	221	155	219
Tulp3	3195	2895	2643	8658	7393	10436
Rhno1	795	650	533	726	504	738
Foxm1	426	184	216	262	78	169
Tex52	36	38	34	35	23	39
Nrip2	424	355	265	135	102	90
Itfg2	1349	1188	977	1114	1036	1352
Fkbp4	21066	19716	17028	15492	15912	17700
Gm10069	152	125	75	136	98	107
Pzp	4	9	5	19	11	21
Gm8724	7	2	0	2	0	3
A2ml1	219848	140163	222802	193735	80653	205655
Klrb1a	31	65	30	269	272	291
Clec2h	0	0	0	0	0	0
Klrb1	0	0	0	0	3	0
Klrb1c	53	21	16	10	4	3
Klrb1b	42	61	37	8	10	18
BC035044	84	52	74	47	41	34
Clec2i	13	34	21	18	0	3
Clec2g	1	6	5	0	4	1
Gm15987	19	8	8	7	2	8
BC064078	1008	1036	1014	1302	910	1604
Klrb1f	62	47	60	206	152	173
Clec2e	46	36	63	7	2	10
Clec2d	2668	2109	2083	3318	2301	3533
2310001H17Rik	463	334	375	469	453	596
Cd69	21	8	11	27	16	13
Clec2m	0	0	0	0	0	0
Clec12a	736	485	525	157	73	133
Clec12b	0	3	15	6	0	2
Clec1b	5	6	24	0	6	0
Clec9a	205	111	111	59	30	34
Clec1a	208	130	103	38	31	37
Clec7a	652	480	510	188	99	217
Olr1	34	8	10	4	20	4
Tmem52b	0	0	0	0	0	0
1700101I11Rik	6	15	4	28	48	35
Gabarapl1	6259	5567	4679	7513	5023	8182
NA	0	0	0	0	0	0
Klre1	11	14	4	7	1	5
Klrd1	96	72	63	29	6	16
Klrk1	97	58	79	14	2	6
Klrc3	2	6	0	0	0	0
Klrc2	2	3	2	0	0	0
Klrc1	4	4	0	0	0	0
Mir680-1	1	0	0	0	0	0
Klri1	39	14	14	4	4	5
Klri2	21	8	8	2	4	2
Klrh1	0	0	0	0	0	0
Klra17	35	41	7	4	0	2
Klra5	2	0	0	0	0	0
Gm15854	1	0	0	0	0	0
Klra6	0	1	0	0	0	0
Klra4	7	21	14	0	0	0
NA	0	0	0	0	0	0
Klra8	20	38	12	2	0	4
Klra14-ps	6	8	6	1	0	3
Klra9	6	2	2	0	0	0
Klra7	19	8	8	1	0	0
Klra10	3	2	0	0	0	0
Klra13-ps	23	6	10	3	5	1
Klra3	20	8	2	0	2	0
Klra1	6	2	0	2	0	0
NA	0	0	0	0	0	0
NA	0	0	0	0	0	0
Gm6600	0	0	0	0	0	0
NA	1	0	0	0	0	0
Klra2	162	121	74	44	9	22
Magohb	327	324	255	141	163	193
Styk1	392	672	467	158	119	228
Ybx3	4941	3800	3609	3310	2667	3581
5430401F13Rik	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0
Gm4736	0	0	0	0	0	0
Prb1	0	0	0	0	0	0
Prpmp5	0	0	0	0	0	0
Gm8882	0	0	0	0	0	0
Gm5154	0	0	0	0	0	0
Prh1	0	0	0	0	0	0
Prp2	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0
Tas2r102	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0
Smim10l1	3562	2903	2618	3107	2236	2957
5530400C23Rik	0	0	0	0	0	0
Gm5885	0	0	0	0	0	0
NA	15	13	8	16	12	12
Gm5886	0	0	0	0	0	0
Kap	0	0	0	0	0	0
Etv6	4316	4997	3507	2606	1886	2710
Bcl2l14	327	382	339	555	450	643
Lrp6	7734	6332	5358	7717	5101	7492
NA	0	0	0	0	0	1
Mansc1	2840	3568	2889	2907	2463	3479
Borcs5	1504	2281	1590	944	972	1329
Dusp16	4127	5073	3693	2521	1821	3045
Crebl2	2224	2555	1837	2915	1982	2916
Gpr19	307	229	216	428	305	415
2810454H06Rik	72	97	78	167	122	150
Cdkn1b	4618	4202	3450	5604	3425	5133
Lockd	34	20	29	85	9	59
Apold1	164	120	164	45	22	76
Ddx47	2798	2608	2132	2098	1441	2209
Gprc5a	411	196	168	107	67	118
Gprc5d	0	0	0	0	0	0
Hebp1	1004	723	856	478	287	583
Gm19434	41	32	19	11	6	6
Fam234b	7414	8571	6235	3525	2425	3424
NA	0	0	0	0	0	0
Gsg1	2	15	0	4	0	2
Pbp2	2	3	4	0	2	0
Emp1	2987	1941	1781	2002	861	1406
NA	0	0	0	0	0	0
Grin2b	1	4	4	2	2	0
Eif4a3l1	0	1	0	0	0	0
Ube2q2l	7	2	4	6	1	2
Atf7ip	4858	4537	3322	5005	4074	5134
Plbd1	1506	1051	972	504	254	391
Gucy2c	0	30	4	4	0	6
H4c16	20	22	23	19	10	16
H2aj	4830	4728	4490	3970	2902	4089
Wbp11	6260	5378	4530	8318	7072	9712
BC049715	39	37	31	197	243	266
Smco3	24	35	30	16	16	25
Art4	657	273	412	258	104	173
Mgp	29124	14303	18563	9178	2934	6517
Erp27	7	6	0	11	11	7
Arhgdib	1383	941	1021	427	257	508
Pde6h	12	26	19	96	77	70
Rerg	1118	1008	627	980	352	394
Ptpro	328	165	212	90	60	117
Eps8	7625	6319	6182	12673	9802	14997
Strap	6296	5205	4660	4780	3799	6094
Dera	709	641	614	456	319	515
Slc15a5	0	0	2	0	0	0
Mgst1	10451	10004	9243	11277	9187	13752
Lmo3	51	14	29	19	7	12
Igbp1b	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
Rergl	34	16	4	0	0	0
Pik3c2g	13	24	16	56	40	38
Plcz1	42	17	28	26	13	13
Capza3	2	9	5	0	0	2
Plekha5	4535	3855	3048	3902	2376	3836
Aebp2	4542	3824	3225	3574	2535	3551
Pde3a	2645	1900	1654	1179	624	915
Gm10400	0	2	4	1	0	0
Slco1c1	0	4	4	1	0	4
Slco1b2	0	0	0	2	0	0
Gm5724	0	0	0	0	2	2
Slco1a4	212	209	89	222	100	100
Slco1a1	0	0	0	0	0	1
Gm6614	0	0	0	0	2	0
Slco1a6	2	0	0	12	12	7
Slco1a5	36	23	37	224	213	321
Iapp	0	0	0	0	0	0
NA	0	0	0	0	0	0
Pyroxd1	543	557	396	721	548	802
Recql	1070	897	754	735	616	829
Golt1b	2320	2150	1816	1568	966	1442
Spx	7	5	3	3	4	5
Gys2	0	8	0	0	0	2
Ldhb	8788	6429	5964	12363	8353	14426
NA	4	5	1	12	2	3
Kcnj8	4646	3660	2877	868	246	411
Abcc9	7668	5189	3717	3202	811	925
5330439B14Rik	5	2	0	2	0	0
NA	4	4	0	1	1	0
Cmas	1400	1184	1050	1251	877	1404
Sult6b2	0	0	0	2	0	1
Gm7457	0	0	0	4	0	0
St8sia1	190	172	218	512	472	481
C2cd5	2769	3299	2401	5761	4708	6470
Etnk1	20908	38271	19615	22427	15493	21202
D6Ertd474e	4	2	0	0	2	0
1700060C16Rik	1	0	0	0	0	0
Sox5	2313	2249	1992	1553	1195	1708
Sox5os3	0	0	0	1	2	1
Bcat1	15400	18165	12456	7258	5879	7965
Irag2	208	105	144	70	38	59
Dnai7	703	710	655	6268	4881	6944
Etfrf1	1522	1214	1171	1552	1086	1720
Kras	2871	2659	2231	2848	2154	2942
Gm15706	63	81	55	104	69	108
1700073E17Rik	26	26	37	141	85	86
Lmntd1	136	31	85	250	225	260
Tuba3b	0	0	0	11	5	7
Rassf8	1707	1295	1312	1689	985	1448
Bhlhe41	623	460	477	942	582	574
Sspn	5003	3604	3067	2368	1145	1947
Itpr2	5230	7306	4242	3584	2858	3927
Ints13	2567	2277	1863	2191	1612	2069
Fgfr1op2	5248	4945	4135	4923	3787	5283
Tm7sf3	5371	4550	4218	3843	2650	4066
Med21	1197	1061	830	1005	742	1148
Gm6654	55	38	25	32	24	22
4930479D17Rik	12	3	4	5	4	6
Stk38l	2896	2251	1841	1575	1032	1545
Bmal2	210	100	83	104	65	64
Smco2	2	3	2	20	12	22
Ppfibp1	9470	8054	7085	6321	3545	6743
1700034J05Rik	0	0	0	6	2	0
Rep15	37	42	35	26	20	43
Mrps35	1412	1069	1067	1026	655	1257
Mansc4	96	90	47	46	42	24
Klhl42	3571	2636	2367	2905	1982	3042
E330012B07Rik	0	0	0	0	0	0
Pthlh	72	33	33	173	68	68
Ccdc91	2687	2305	2087	3026	2519	3739
1700049E15Rik	1	2	1	0	0	0
Far2	370	380	277	64	63	63
Ergic2	2195	2220	1846	1732	1100	1638
4732416N19Rik	10	7	4	5	8	11
Tmtc1	4836	5478	2857	4765	2000	3347
Rps4l	1587	1353	1071	1187	749	1109
Gm6313	0	0	0	0	2	0
Ipo8	3316	2441	2233	3254	2198	3003
Caprin2	6059	5951	5041	3335	1733	2644
Sinhcaf	1716	2190	1776	2714	2548	3038
3010003L21Rik	129	148	137	147	96	133
Dennd5b	1851	1811	1325	2179	1243	1830
Etfbkmt	2787	3152	2532	4367	3452	4789
Amn1	446	495	410	607	420	639
Gm10388	4	13	12	35	12	9
Resf1	10767	10811	7568	5920	3939	5412
Bicd1	1548	1435	1163	1105	701	900
Speer9-ps1	3	1	0	0	0	0
AU018091	2	2	4	0	0	0
Mir290a	0	0	0	0	0	0
D7Ertd143e	2	0	0	0	0	0
Mir291a	0	0	0	0	0	0
Mir292	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0
Mir293	0	0	0	0	0	0
Mir294	0	0	0	0	0	0
Mir295	0	0	0	0	0	0
Nlrp12	39	1	7	0	0	0
Myadm	22566	17787	16315	6539	3180	5096
Prkcg	107	86	55	88	35	35
Cacng7	642	405	400	284	97	191
Cacng8	256	156	192	2	9	2
Cacng6	105	70	113	0	0	0
Tarm1	10	2	3	0	2	2
Oscar	4	5	2	21	14	20
Ndufa3	1802	1692	1531	1266	976	1335
Tfpt	661	628	589	464	385	615
Prpf31	2187	1912	1600	2086	1745	2387
Cnot3	3799	3238	2521	3419	2323	3182
Mir3572	0	0	0	0	0	0
Leng1	864	787	570	613	416	478
Tmc4	9786	9991	7645	9555	7747	10488
Mboat7	3711	3446	2885	4218	2915	4176
Tsen34	5311	4945	4100	4057	3343	4525
Rps9	13124	12095	11755	9289	7457	10118
NA	0	0	0	0	0	0
Pirb	700	352	402	132	65	97
Pira1	10	0	2	2	0	3
Pira13	11	5	4	2	0	0
Pira2	6	5	0	0	2	0
Gm10693	0	0	0	0	0	0
Pira12	11	6	0	4	4	2
Lilra6	52	49	19	6	2	6
Lair1	306	214	234	120	44	76
9430041J12Rik	2	3	2	0	5	7
Ttyh1	303	277	203	369	326	319
D030047H15Rik	23	11	17	16	17	18
Leng8	21512	22606	13853	24432	14247	15647
Leng9	559	742	428	353	283	354
Cdc42ep5	953	1176	903	591	325	657
Lilra5	139	83	70	120	32	58
Pira6	44	34	43	6	12	6
Ncr1	34	31	19	3	4	4
Gp6	0	0	0	0	0	0
Rdh13	1512	1281	1134	777	588	832
Eps8l1	1727	1898	1339	659	365	623
D630041G03Rik	42	36	15	66	22	37
Ppp1r12c	8826	6802	5553	3630	1921	2792
Tnnt1	638	448	395	122	23	40
Tnni3	224	262	143	1029	559	669
Dnaaf3	1616	1592	1316	9127	6472	8956
Syt5	335	367	395	1327	1165	1620
Ptprh	22	13	9	92	44	61
Tmem86b	97	81	76	153	119	79
Ppp6r1	11568	9884	8232	16350	13545	19539
Hspbp1	2181	1927	1567	2718	2555	3330
Brsk1	469	398	281	277	149	143
Tmem150b	22	11	26	14	2	10
Kmt5c	2283	1826	1444	2300	1252	1624
Cox6b2	407	447	343	238	149	190
Garin5b	5	0	0	2	1	0
Il11	13	19	17	9	12	6
NA	0	0	3	0	0	1
Tmem190	15	20	14	20	15	14
Tmem238	883	701	611	534	471	363
Rpl28	16708	15161	14331	11473	8517	12967
Ube2s	1027	1028	805	707	604	709
Shisa7	317	166	176	72	51	64
Isoc2b	1284	1089	1235	1147	753	1396
Isoc2a	1179	1416	1097	695	522	654
Zfp628	1733	1555	1255	1676	1086	1695
Nat14	837	618	491	488	329	444
Ssc5d	2997	1388	1573	1122	301	528
Sbk2	9	1	2	0	2	4
Sbk3	71	66	62	130	71	161
Zfp579	2138	2156	1594	2130	1214	1422
Fiz1	2052	1788	1588	1994	1360	2077
Zfp524	849	706	598	858	592	967
Zfp865	3094	2871	2241	2643	1993	2581
Zfp784	680	658	519	639	476	586
Zfp580	867	687	551	369	223	300
Ccdc106	1118	697	660	196	96	177
U2af2	9936	8925	7136	8826	6832	9191
Epn1	10699	9622	7979	9029	6588	9353
Rfpl4	0	0	1	0	0	1
NA	12	2	9	5	1	3
Rasl2-9	12	4	24	7	2	9
Vmn1r55	0	0	0	0	0	0
Vmn1r56	0	0	0	0	0	0
Vmn1r57	0	0	0	0	0	0
Nlrp2	0	0	0	0	0	0
Gm5065	0	0	0	0	0	0
Vmn1r58	0	0	0	0	0	0
Vmn1r59	0	0	0	0	0	0
Vmn2r28	0	0	0	0	0	0
Vmn1r60	0	0	0	0	0	0
Vmn1r61	0	0	0	0	0	0
Vmn1r62	0	0	0	0	0	0
Vmn1r63	0	0	0	0	0	0
Vmn1r64	0	0	0	0	0	0
Vmn1r65	0	0	0	0	0	0
Gm5321	3	1	4	0	2	2
Nlrp4c	0	2	0	0	0	5
Zfp787	1554	1473	1165	1630	1163	1578
Zfp444	1507	1112	1006	2158	1475	2090
NA	43	46	20	73	65	50
Galp	0	0	0	0	0	0
Zscan5b	0	0	0	0	0	0
Eddm13	4	2	2	115	99	139
Zfp667	1054	1096	927	1474	1135	1598
Zfp583	326	311	291	229	155	244
Zfp78	184	158	111	192	86	187
Zfp28	531	394	320	485	258	442
Smim17	0	0	1	6	7	9
Or2bd2	6	0	2	4	3	3
Or6z3	0	0	0	0	0	0
Or6z5	0	0	0	0	0	0
Or6z7	0	0	0	0	0	0
Or6z6	0	0	0	0	0	0
Or6z1	0	0	0	0	0	0
Or10am5	0	0	0	0	0	0
Or5bw2	0	0	0	0	0	0
Zim1	4	11	7	6	0	2
Peg3	1009	878	650	947	568	742
Peg3os	0	0	0	0	0	0
Usp29	2	0	0	2	3	8
Mir3099	0	0	0	0	0	0
Zim3	0	0	0	0	0	0
Aurkc	2	0	0	8	10	10
Zfp954	834	742	665	759	500	863
Zfp773	88	66	56	65	37	82
Zfp418	169	169	105	195	125	197
Zfp772	529	573	421	670	499	561
Vmn2r29	292	173	163	304	194	192
Clcn4	5696	5348	4364	4733	3486	4572
Vmn2r30	0	0	2	1	4	0
Vmn2r31	4	0	0	0	2	0
Vmn2r32	0	0	0	0	0	0
Vmn2r33	0	0	0	0	1	0
Vmn2r34	1	0	0	0	0	0
Vmn2r35	0	0	0	0	0	0
Vmn2r36	0	0	0	1	0	0
Gm45351	0	4	3	2	5	6
Vmn2r41	0	0	0	0	0	0
Vmn2r42	0	0	0	0	0	0
Vmn2r43	0	0	0	0	0	0
Vmn2r44	1	0	0	0	1	1
Vmn2r45	0	0	0	0	0	0
Vmn2r40	0	0	0	1	0	0
Vmn2r39	0	0	0	0	0	0
Vmn2r38	0	0	0	0	0	1
Vmn2r37	0	0	0	0	0	0
NA	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0
Vmn2r47	0	0	0	0	0	0
NA	1	0	0	0	0	1
Vmn2r48	0	0	0	0	0	0
Vmn2r49	0	0	0	0	0	0
Vmn2r50	0	0	0	0	0	0
Vmn2r51	0	0	0	0	0	0
Vmn2r52	0	0	0	0	0	0
Vmn1r66	0	0	0	0	0	0
Nlrp4d	0	0	1	0	0	0
Vmn1r67	0	0	0	0	0	0
Zik1	281	243	192	160	82	148
Vmn1r68	0	0	0	0	0	0
Vmn1r69	0	0	0	0	0	0
Vmn1r70	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0
Vmn1r71	0	0	2	0	0	0
Zscan4a	0	0	0	0	0	0
Zscan4b	0	0	0	0	0	0
Gm7789	0	0	0	0	0	1
Zscan4c	0	0	0	0	0	0
Zscan4d	0	0	0	0	0	0
Gm6909	0	0	0	0	0	0
Zscan4e	0	0	0	0	0	0
Zscan4f	0	0	0	0	0	0
NA	0	0	0	0	1	0
Vmn1r72	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0
Gm6929	12	6	1	1	2	4
Vmn1r74	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0
Vmn1r76	0	0	0	0	0	0
Vmn1r77	0	0	0	0	0	0
Vmn1r78	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0
Gm4224	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0
Zfp551	311	302	222	331	225	306
Zfp606	1446	1410	1062	1514	1051	1517
2900092C05Rik	0	0	0	2	0	0
Vmn2r53	0	0	0	0	0	0
Vmn2r54	0	0	0	0	0	0
Vmn2r55	0	0	0	0	0	0
Vmn2r56	0	0	0	3	1	0
Zscan18	588	579	458	1453	1047	1332
Zfp329	1793	1602	1203	1791	1108	1225
Zfp110	3359	2922	2313	2468	1848	2679
Zfp128	420	291	293	241	155	270
Zscan22	963	760	670	873	769	928
Rps5	4844	4170	4038	3146	2403	3677
NA	0	0	0	0	0	0
Rnf225	98	112	55	161	88	137
Zfp324	1464	1113	937	1041	814	1025
Zfp446	1217	1221	968	1951	1725	2052
Slc27a5	4	0	6	8	1	6
Zbtb45	1263	1249	924	1234	854	1143
Trim28	14567	13073	10370	10015	7418	11240
Chmp2a	4890	4828	4536	4812	4333	6187
Ube2m	4736	4442	3465	3278	2636	3611
Mzf1	238	313	211	827	768	925
Vmn1r85	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0
Vmn1r87	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0
Vmn1r89	0	0	0	0	0	0
Zswim9	864	726	592	1014	768	1086
Lig1	1338	1190	919	1550	1072	1828
Pla2g4c	56	27	16	50	23	43
Cabp5	0	0	0	0	0	0
Bsph1	0	0	0	0	0	0
Bsph2	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0
NA	0	1	0	0	0	0
Obox8	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0
Sult2a7	0	0	0	2	0	0
Nlrp5-ps	79	63	54	53	24	20
Vmn1r90	0	0	0	0	0	0
Obox7	0	0	0	0	0	0
Obox2	0	0	0	0	0	0
Obox1	0	0	0	0	0	0
Obox3	0	0	0	0	0	0
Obox5	0	0	0	0	0	0
NA	0	0	0	0	0	0
Obox6	0	0	0	0	0	0
Crx	0	0	0	0	0	0
Crxos	0	0	2	0	0	0
Selenow	10993	8109	7619	4947	3441	4996
Nop53	10923	9505	7949	10300	7026	11161
Snord23	1	0	1	0	0	1
Ehd2	9229	6483	6029	3095	1638	2674
Bicra	2832	2519	1716	2823	1585	2178
Zfp541	5	3	2	8	4	4
Napa	6529	6017	5082	5291	4139	6055
Kptn	810	726	603	589	376	589
Slc8a2	1360	861	726	326	90	114
Meis3	818	555	476	476	265	339
Dhx34	1982	1568	1364	2121	1490	2290
C5ar2	100	77	96	37	20	67
C5ar1	222	137	112	57	46	83
Inafm1	1976	1703	1558	1737	1160	1522
Ccdc9	2852	2547	1936	2449	1696	2082
Bbc3	832	1227	841	2149	1573	1927
Sae1	4381	3980	3236	3111	2656	3778
NA	92	100	50	207	108	104
Zc3h4	8068	7147	5449	7146	4937	6645
Tmem160	899	827	737	567	578	571
Npas1	58	54	46	64	42	53
Arhgap35	11886	10811	8550	15324	12020	17430
Ceacam-ps1	0	0	0	0	0	0
Ceacam15	2	0	2	0	0	0
Ceacam9	0	0	4	2	0	2
Ap2s1	4576	4305	3942	2793	1705	3368
Slc1a5	12237	12821	10372	13994	8643	15015
NA	6	3	1	4	3	2
Fkrp	2697	2320	2021	2471	1868	2676
Strn4	6548	5906	4987	5139	3898	5323
Prkd2	2188	1868	1588	1886	1244	1884
9330104G04Rik	174	139	97	145	73	92
Dact3	6249	4005	3694	1334	519	477
Gng8	169	115	91	48	12	12
Ptgir	453	337	290	157	66	85
Calm3	27366	22777	21482	42638	34414	54634
Pnma8b	2445	1954	1619	2610	1669	2547
Pnma8a	4	6	9	19	7	10
Ccdc8	1364	1096	948	431	145	295
Ppp5c	3907	3396	2911	3710	3098	4208
NA	3	1	0	2	0	0
Hif3a	1944	3278	1607	308	97	126
Psg16	52	44	35	4	0	0
Ceacam3	4	4	2	0	0	1
Psg29	0	0	0	0	0	0
Gm9519	0	2	0	0	0	0
Psg-ps1	0	0	0	0	0	0
Ceacam5	0	0	0	0	0	0
Ceacam14	0	0	0	0	0	0
Gm5155	2	0	0	0	0	0
Ceacam11	0	0	0	0	0	0
Ceacam13	0	0	0	0	0	0
Ceacam12	10	0	0	0	0	0
Igfl3	0	0	0	0	0	0
Mill1	0	2	0	0	0	0
Psg18	0	0	0	0	0	0
Psg28	0	0	0	0	0	0
Psg26	0	0	0	0	0	0
Psg25	0	45	4	0	0	0
Psg27	0	14	0	0	0	0
Psg23	0	0	0	0	0	0
Psg21	0	0	0	0	0	0
Psg20	0	0	2	31	19	11
Psg22	2	0	1	4	2	1
Sycp1-ps1	0	2	0	0	2	0
Psg19	22	18	6	0	0	2
Psg17	109	476	183	2	4	1
Mill2	473	387	234	246	80	111
Pglyrp1	4298	2306	2666	289	174	338
Ccdc61	928	822	674	1214	930	1160
Nova2	411	379	232	569	277	336
Nanos2	8	2	4	6	6	10
Mypop	1299	1016	845	1038	586	771
Irf2bp1	3645	3294	2634	3131	2581	2935
Foxa3	74	89	64	42	16	50
Sympk	9261	7664	6683	12416	10357	15107
Rsph6a	2	1	0	4	2	0
Dmwd	3197	2831	2237	4065	2645	3381
Dmpk	25363	18566	15556	5944	1775	2598
Mir3100	12	6	5	14	6	10
Six5	4094	3801	2620	3680	1784	2347
Fbxo46	1179	1190	873	1285	887	1279
Qpctl	902	823	854	869	631	835
Snrpd2	2624	2373	2235	2444	2100	2687
Gipr	25	28	15	76	56	74
Eml2	5833	6305	5156	16450	14653	20195
Mir330	11	9	11	39	36	84
Gpr4	776	653	515	643	460	699
Opa3	2061	1864	1721	2004	1546	2146
Vasp	10364	8574	7368	3857	2639	3760
Ppm1n	2	9	4	14	4	7
Rtn2	665	541	358	472	178	256
Fosb	110	44	36	45	15	31
Ercc1	884	707	575	678	445	687
Polr1g	791	796	627	684	465	717
Ppp1r13l	1455	1322	1122	2558	1883	3089
Ercc2	1562	1292	992	1732	1263	1759
Mir343	2	6	1	6	1	1
Klc3	866	799	631	2384	1437	2646
Ckm	92	54	58	2	2	4
A930016O22Rik	0	0	4	9	0	14
Mark4	2096	1752	1330	1966	1369	1778
Exoc3l2	327	232	190	149	43	79
Bloc1s3	837	733	604	863	714	1107
Trappc6a	1763	1348	1472	1926	1201	2289
Nkpd1	51	29	54	55	61	47
Ppp1r37	6721	6390	5320	7329	5038	7777
Gemin7	1845	1708	1601	1413	1232	1659
Zfp296	95	99	78	75	55	95
Clasrp	2097	2048	1277	1930	1172	1351
Relb	1119	925	641	762	443	525
Clptm1	7536	7231	6391	6687	5583	7809
Apoc2	11	14	8	16	0	6
Apoc4	0	0	0	0	0	0
Apoc1	32	58	32	6	4	34
Apoe	39201	31976	32019	14502	7085	11329
Tomm40	3127	2922	2433	2298	1959	2825
Nectin2	5379	4855	4601	4733	3513	5534
Bcam	21810	18020	16621	28290	26734	30391
Cblc	1265	932	751	901	712	1036
Bcl3	588	660	450	250	145	159
Gm19345	7	6	14	9	5	3
Ceacam16	6	6	6	13	2	2
Ceacam19	65	62	67	2	0	2
Pvr	1355	1281	982	1872	1511	1920
Igsf23	112	90	90	336	202	446
Ceacam20	25	21	28	113	44	113
Nlrp9b	20	6	21	82	32	85
Vmn1r91	0	0	0	0	0	0
Vmn1r240	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0
Vmn1r241	0	0	0	0	0	0
Vmn1r242	0	0	0	0	0	0
Gm5890	0	0	0	0	0	0
Vmn1r243	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0
Vmn1r244	0	0	0	0	0	0
Vmn1r100	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0
Vmn1r103	0	0	0	0	0	0
Vmn1r104	0	0	0	0	0	0
Vmn1r245	0	0	0	0	0	0
Vmn1r246	0	0	0	0	0	0
NA	0	0	0	0	0	0
Vmn1r107	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0
Vmn1r114	0	0	0	0	0	0
Vmn1r115	0	0	0	0	0	0
Vmn1r116	0	0	0	0	0	0
Vmn1r117	0	0	0	0	0	0
Vmn1r118	0	0	0	0	0	0
Vmn1r119	0	0	0	0	0	0
Vmn1r120	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0
Vmn1r122	0	0	0	0	0	0
Vmn1r123	0	0	0	0	0	0
Gm5157	0	0	0	0	0	0
Vmn1r124	0	0	0	0	0	0
Vmn1r125	0	0	0	0	0	0
Vmn1r126	0	0	0	0	0	0
Vmn1r127	0	0	0	0	0	0
